,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_occu,num_tot_energy_heat,num_mhh_age,num_hh_ann_incm
1509,2016_HS3302000009,2016_HH13330025,2,2,1,1,6,1,5,99,3,1,1,12,4,3,3,2,3,23382.88,67,12000000
1510,2016_HS3302000010,2016_HH13330026,2,2,1,1,6,1,3,82.5,2,1,1,15,2,3,3,1,5,6917.47642,67,12000000
1511,2016_HS3302000011,2016_HH13330027,2,2,1,1,6,1,1,23.1,1,1,1,4,5,3,3,2,3,20498.09,55,42000000
1512,2016_HS3302000012,2016_HH13330028,2,2,1,1,5,1,5,112.2,3,1,2,19,4,3,3,2,3,21827.06,67,42000000
1513,2016_HS3302000013,2016_HH13330029,2,2,1,1,6,1,4,99,3,1,1,12,2,3,3,2,3,8883.38,67,25000000
1514,2016_HS3302000014,2016_HH13330030,2,2,1,1,6,1,4,95.7,3,1,1,14,2,3,3,3,3,9343.91,67,25000000
1515,2016_HS3302000015,2016_HH11330021,2,2,3,11,4,1,4,66,2,1,1,7,1,3,4,2,1,12453.82,45,42000000
1516,2016_HS3302000016,2016_HH11330022,2,2,3,12,4,1,4,66,2,1,1,7,1,3,4,3,1,7646.62,45,25000000
1517,2016_HS3302000017,2016_HH14330005,2,2,3,14,4,2,5,79.2,3,1,1,8,1,1,4,2,1,5367.243303,55,25000000
1518,2016_HS3302000018,2016_HH14330006,2,2,3,2,3,2,5,79.2,3,1,1,10,1,3,4,3,1,10053.41,35,25000000
1519,2016_HS3302000019,2016_HH12330028,2,2,3,2,3,2,5,79.2,3,1,1,8,1,3,4,3,1,6684.52,45,42000000
1520,2016_HS3302000020,2016_HH14330007,2,2,3,5,5,2,5,79.2,3,1,1,9,1,3,4,3,1,7668.26,55,25000000
1521,2016_HS3302000021,2016_HH12330029,2,2,3,9,4,2,5,79.2,3,1,1,8,1,1,4,3,3,13594.98,55,42000000
1522,2016_HS3302000022,2016_HH13330031,2,2,3,10,4,1,4,66,2,1,1,8,1,3,4,2,1,6377.63,55,42000000
1523,2016_HS3302000023,2016_HH13330032,2,2,3,10,4,1,4,66,2,1,1,8,1,3,4,1,2,3275.43,67,12000000
1524,2016_HS3302000024,2016_HH13330033,2,2,3,11,4,1,4,66,2,1,1,8,1,3,4,3,1,11299.32,35,96000000
1525,2016_HS3302000025,2016_HH13330034,2,2,3,2,4,1,4,66,2,1,1,8,1,1,4,2,1,7397.31,67,25000000
1526,2016_HS3302000026,2016_HH13330035,2,2,3,4,4,1,4,66,2,1,1,7,1,1,4,3,1,7187.65,45,42000000
1527,2016_HS3303000001,2016_HH14330001,2,2,3,2,4,1,4,62.7,2,1,1,8,1,3,4,3,1,7145.6829,35,42000000
1528,2016_HS3303000002,2016_HH14330002,2,2,3,3,4,1,4,85.8,2,1,1,8,1,1,4,1,5,7682.519584,67,25000000
1529,2016_HS3303000003,2016_HH14330003,2,2,3,3,4,3,4,62.7,2,1,1,6,1,1,4,2,1,4229.18042,55,42000000
1530,2016_HS3303000004,2016_HH11330008,2,2,3,2,4,3,4,62.7,2,1,1,8,1,3,3,1,5,4964.32,55,25000000
1531,2016_HS3304100001,2016_HH12330008,2,2,2,1,5,4,2,59.4,2,1,1,3,1,3,4,5,2,13151.40101,45,42000000
1532,2016_HS3304100002,2016_HH12330009,2,2,2,3,4,4,2,59.4,2,1,1,4,1,3,4,1,1,11890.2209,67,18000000
1533,2016_HS3304100003,2016_HH12330010,2,2,2,3,4,4,2,59.4,2,1,1,5,1,3,4,5,1,17509.34154,45,25000000
1534,2016_HS3304100004,2016_HH13330007,2,2,2,1,5,2,4,66,2,1,1,10,1,3,4,2,1,6644.08463,67,12000000
1535,2016_HS3304100005,2016_HH12330011,2,2,2,1,5,4,2,59.4,2,1,1,7,2,3,3,4,1,9920.44,45,18000000
1536,2016_HS3304100006,2016_HH16330006,2,2,1,1,6,2,2,95.7,3,1,1,12,4,1,3,2,2,15645.46,67,12000000
1537,2016_HS3304100007,2016_HH16330007,2,2,1,1,6,1,2,66,3,1,1,6,2,3,3,2,3,11059.03,67,18000000
1538,2016_HS3304100008,2016_HH11330010,2,2,1,1,6,3,1,92.4,3,1,2,8,4,1,3,2,3,13688.1,67,42000000
1539,2016_HS3304100009,2016_HH11330011,2,2,1,1,6,3,2,128.7,3,1,1,6,4,3,3,2,3,25150.18,67,42000000
1540,2016_HS3304100010,2016_HH16330008,2,2,1,1,6,2,5,115.5,3,1,2,16,4,3,3,3,2,7510.98,55,42000000
1541,2016_HS3304100011,2016_HH13330008,2,2,1,1,6,1,4,85.8,3,1,1,7,4,3,3,5,5,14484.3531,55,54000000
1542,2016_HS3304200001,2016_HH11330012,2,2,1,1,5,3,3,85.8,3,1,2,8,1,3,4,3,1,10273.6917,25,18000000
1543,2016_HS3304200002,2016_HH16330009,2,2,1,4,5,1,4,92.4,3,1,2,4,1,3,4,3,3,23562.9643,55,66000000
1544,2016_HS3304200003,2016_HH13330009,2,2,1,2,4,4,5,33,1,0,1,6,4,3,5,2,5,16572.2,25,12000000
1545,2016_HS3304200004,2016_HH16330010,2,2,1,1,6,4,2,59.4,3,1,1,10,1,1,3,2,5,6449.089031,67,18000000
1546,2016_HS3304200005,2016_HH16330011,2,2,1,2,6,1,2,79.2,2,1,1,12,1,3,3,2,3,4277.121139,67,42000000
1547,2016_HS3304200006,2016_HH14330004,2,2,3,14,4,1,5,33,1,1,1,2,1,1,4,1,4,4616.28052,67,12000000
1548,2016_HS3304200007,2016_HH12330012,2,2,2,1,4,2,3,33,1,1,1,2,1,3,4,1,4,7687.22426,67,12000000
1549,2016_HS3304200008,2016_HH12330013,2,2,2,2,4,1,3,33,1,1,1,5,1,3,4,1,1,1493.166585,55,12000000
1550,2016_HS3304200009,2016_HH12330014,2,2,2,3,4,1,3,112.2,3,1,2,6,1,3,4,4,4,15931.35616,55,25000000
1551,2016_HS3304200010,2016_HH12330015,2,2,2,3,4,2,3,33,1,1,1,3,2,3,3,2,1,8769.65,35,18000000
1552,2016_HS3304200013,2016_HH15330003,2,2,3,10,3,1,5,82.5,3,1,2,12,1,1,4,2,1,3015.68701,67,42000000
1553,2016_HS3304200014,2016_HH16330014,2,2,3,5,2,1,5,82.5,3,1,2,8,1,2,4,1,5,2540.30604,67,18000000
1554,2016_HS3304200015,2016_HH16330015,2,2,3,9,3,1,5,79.2,3,1,2,8,1,3,4,2,2,5561.39081,67,25000000
1555,2016_HS3304200016,2016_HH12330016,2,2,3,14,3,3,4,56.1,2,1,1,2,1,3,4,3,2,2191.60646,35,18000000
1556,2016_HS3304200017,2016_HH13330010,2,2,3,10,2,1,5,36.3,2,1,1,4,1,1,4,4,2,3859.35293,67,18000000
1557,2016_HS3304200018,2016_HH15330004,2,2,3,10,2,1,4,36.3,2,1,1,4,1,1,4,1,5,5629.379778,67,12000000
1558,2016_HS3304200019,2016_HH13330011,2,2,3,12,3,1,4,82.5,3,1,2,8,1,3,4,3,1,2958.21851,45,42000000
1559,2016_HS3304300001,2016_HH13330012,2,2,3,15,4,1,5,69.3,2,1,1,8,1,1,4,2,1,2559.91678,35,25000000
1560,2016_HS3304300002,2016_HH13330013,2,2,3,18,4,1,5,69.3,2,1,1,8,1,3,4,2,1,4918.43918,67,12000000
1561,2016_HS3304300003,2016_HH13330014,2,2,3,1,5,4,5,75.9,2,1,1,10,1,3,4,4,1,3834.89562,45,42000000
1562,2016_HS3304300004,2016_HH16330019,2,2,3,1,4,1,5,75.9,3,1,1,10,1,1,4,2,1,3020.27208,67,18000000
1563,2016_HS3304300005,2016_HH12330021,2,2,3,12,3,4,5,75.9,2,1,1,10,1,3,4,1,1,4048.352988,35,42000000
1564,2016_HS3304300006,2016_HH16330020,2,2,3,12,3,1,5,75.9,3,1,1,10,1,3,4,3,1,3572.91638,67,25000000
1565,2016_HS3304300007,2016_HH12330022,2,2,3,15,3,4,5,75.9,2,1,1,9,1,3,4,2,2,4676.22218,67,25000000
1566,2016_HS3304300008,2016_HH12330023,2,2,3,6,4,4,5,75.9,2,1,1,9,1,3,5,2,1,4049.451083,67,25000000
1567,2016_HS3304300009,2016_HH12330024,2,2,2,1,5,2,3,75.9,3,1,1,6,1,1,4,3,3,2466.32388,67,25000000
1568,2016_HS3304300010,2016_HH13330015,2,2,3,2,4,1,5,36.3,2,1,1,4,1,1,4,1,5,5720.71216,67,12000000
1569,2016_HS3304300011,2016_HH13330016,2,2,3,2,4,1,5,36.3,2,1,1,8,1,3,4,1,1,7679.15769,67,12000000
1570,2016_HS3304300012,2016_HH16330021,2,2,3,2,6,1,3,66,2,1,1,10,1,1,4,1,5,2617.24573,67,12000000
1571,2016_HS3304300013,2016_HH16330022,2,2,3,3,2,1,3,36.3,1,0,1,8,1,1,4,1,5,5126.019823,67,12000000
1572,2016_HS3304300014,2016_HH13330017,2,2,3,4,4,1,5,36.3,2,1,1,8,1,3,4,3,3,7875.22563,45,25000000
1573,2016_HS3304300015,2016_HH12330025,2,2,1,1,5,2,4,72.6,2,1,1,8,4,1,3,3,3,8141.96,67,25000000
1574,2016_HS3304300016,2016_HH11330014,2,2,1,1,6,4,3,75.9,3,1,1,10,2,1,3,3,1,9771.28,45,25000000
1575,2016_HS3304300017,2016_HH13330018,2,2,1,1,6,3,4,33,2,1,1,5,1,3,4,2,3,6089.30913,67,12000000
1576,2016_HS3304300018,2016_HH13330019,2,2,1,2,5,1,4,66,2,1,1,13,1,3,4,3,1,4333.98971,55,42000000
1577,2016_HS3304300019,2016_HH13330020,2,2,1,2,5,1,3,99,3,1,1,15,2,1,5,2,1,9499.36,67,25000000
1578,2016_HS3304300020,2016_HH12330026,2,2,2,1,6,1,4,102.3,4,1,2,4,4,3,3,1,5,9001.96,67,42000000
1579,2016_HS3304300021,2016_HH12330027,2,2,1,1,5,3,3,125.4,3,1,1,6,2,3,3,5,2,7445.94,67,25000000
1580,2016_HS3304300022,2016_HH13330021,2,2,1,2,3,1,6,33,1,0,1,7,1,3,4,1,1,5330.687049,25,18000000
1581,2016_HS3304300023,2016_HH13330022,2,2,1,1,4,3,4,72.6,2,1,1,11,1,3,4,4,1,4157.69084,45,25000000
1582,2016_HS3304300024,2016_HH16330023,2,2,1,1,2,4,4,23.1,1,0,1,2,1,1,4,1,2,3427.047302,35,25000000
1583,2016_HS3304400001,2016_HH12330017,2,2,1,1,5,4,2,72.6,3,1,1,6,5,3,3,1,5,18899.48,67,12000000
1584,2016_HS3304400002,2016_HH12330018,2,2,1,1,5,2,2,82.5,3,1,1,8,2,3,3,2,1,12427.74,45,54000000
1585,2016_HS3304400003,2016_HH11330013,2,2,1,1,5,2,3,102.3,4,1,1,6,2,1,3,4,5,9999.19,45,42000000
1586,2016_HS3304400004,2016_HH12330019,2,2,3,10,5,2,4,115.5,3,1,2,12,1,3,4,4,3,13936.80817,35,54000000
1587,2016_HS3304400005,2016_HH16330016,2,2,3,1,4,1,5,102.3,3,1,2,10,1,1,4,4,1,19269.7241,55,25000000
1588,2016_HS3304400006,2016_HH16330017,2,2,3,6,4,1,4,112.2,3,1,2,10,1,3,4,4,1,9796.50278,35,25000000
1589,2016_HS3304400007,2016_HH16330018,2,2,3,6,3,1,5,112.2,3,1,2,10,1,3,5,3,1,12752.65114,35,66000000
1590,2016_HS3304400008,2016_HH12330020,2,2,3,9,4,4,4,115.5,3,1,2,12,1,1,4,4,3,11468.06606,55,42000000
1591,2016_HS3333000001,2016_HH12330002,2,2,1,1,5,4,1,95.7,3,1,1,8,5,3,3,3,3,21690.16,67,54000000
1592,2016_HS3333000002,2016_HH12330003,2,2,1,1,5,4,1,75.9,2,1,1,8,2,1,3,2,5,14178.98,67,25000000
1593,2016_HS3333000003,2016_HH12330004,2,2,2,2,4,1,1,99,3,1,2,4,1,3,3,2,5,5846.16,67,25000000
1594,2016_HS3333000004,2016_HH15330001,2,2,1,1,4,4,3,92.4,3,1,1,2,2,1,3,4,1,10518.59,35,42000000
1595,2016_HS3333000005,2016_HH15330002,2,2,1,1,4,2,3,99,3,1,1,1,2,3,3,4,1,11063.56,45,25000000
1596,2016_HS3335000001,2016_HH12330005,2,2,3,14,2,1,4,52.8,2,1,1,8,1,1,4,1,4,2724.67272,55,12000000
1597,2016_HS3335000002,2016_HH12330006,2,2,3,5,4,1,5,66,2,1,1,8,1,3,4,4,1,16915.57444,45,66000000
1598,2016_HS3335000003,2016_HH16330002,2,2,3,8,3,1,5,66,2,1,1,8,1,1,4,3,5,5991.56817,45,12000000
1599,2016_HS3335000004,2016_HH13330004,2,2,3,8,2,1,5,66,2,1,1,8,1,3,4,2,1,8550.29749,45,42000000
1600,2016_HS3335000005,2016_HH13330005,2,2,3,9,4,1,4,52.8,2,1,1,6,1,1,4,3,1,7609.08447,35,12000000
1601,2016_HS3335000006,2016_HH12330007,2,2,1,1,5,4,3,92.4,3,1,1,8,2,1,3,3,1,27611.06,45,18000000
1602,2016_HS3335000007,2016_HH16330003,2,2,1,2,3,1,5,95.7,1,1,1,10,2,1,5,1,1,7386.997156,35,25000000
1603,2016_HS3335000008,2016_HH16330004,2,2,1,1,6,2,3,99,3,1,1,12,1,1,3,3,5,6243.01,67,12000000
1604,2016_HS3335000009,2016_HH11330009,2,2,1,1,6,2,2,99,3,1,1,4,4,3,3,2,5,24477.26,67,25000000
1605,2016_HS3335000010,2016_HH16330005,2,2,2,2,3,1,5,79.2,3,1,1,10,2,1,3,2,2,10290.24,67,25000000
1606,2016_HS3335000011,2016_HH13330006,2,2,2,2,4,1,3,79.2,3,1,1,12,2,1,3,2,5,14892.24,67,12000000
1607,2016_HS3336000001,2016_HH12330001,2,2,1,1,5,2,3,89.1,3,1,1,8,2,3,3,4,1,7644.26,35,18000000
1608,2016_HS3337000001,2016_HH16330001,2,2,3,4,2,1,4,79.2,3,1,2,9,1,3,4,2,1,4187.157121,55,12000000
1609,2016_HS3337000002,2016_HH13330001,2,2,1,1,6,3,4,89.1,3,1,1,16,4,3,3,2,5,22099.43,67,12000000
1610,2016_HS3337000003,2016_HH11330001,2,2,1,1,6,2,4,82.5,3,1,1,8,5,3,3,3,1,34847.98,67,42000000
1611,2016_HS3337000004,2016_HH11330002,2,2,1,1,6,1,2,89.1,4,1,2,8,2,3,3,1,5,5994.81,67,12000000
1612,2016_HS3337000005,2016_HH13330002,2,2,1,1,6,3,6,122.1,3,1,2,10,5,3,3,2,2,27665.32,67,25000000
1613,2016_HS3337000006,2016_HH11330003,2,2,1,1,6,2,1,59.4,2,1,1,4,2,3,3,2,5,6795.46,67,12000000
1614,2016_HS3337000007,2016_HH11330004,2,2,1,1,6,1,4,75.9,3,1,1,8,5,3,3,4,3,9745.56,45,42000000
1615,2016_HS3337000008,2016_HH11330005,2,2,1,1,6,2,5,39.6,2,1,1,3,2,3,3,2,3,8437.65,67,18000000
1616,2016_HS3337000009,2016_HH11330006,2,2,2,1,5,4,3,39.6,2,1,1,3,1,1,3,1,2,2293.88,45,12000000
1617,2016_HS3337000010,2016_HH13330003,2,2,1,1,6,1,6,33,1,0,1,4,5,3,3,2,1,20644.02,35,18000000
1618,2016_HS3337000011,2016_HH11330007,2,2,1,1,6,1,3,75.9,3,1,2,8,2,3,3,3,3,6817.93,45,54000000
1619,2016_HS3401100001,2016_HH13340042,2,2,2,1,5,1,4,75.9,3,1,1,10,1,3,4,5,3,20108.63,55,25000000
1620,2016_HS3401100002,2016_HH16340017,2,2,2,2,2,1,4,75.9,3,1,1,13,1,3,4,1,2,4831.52,67,18000000
1621,2016_HS3401100003,2016_HH16340018,2,2,3,2,2,1,4,79.2,2,1,1,8,1,3,4,5,3,10399.25,45,42000000
1622,2016_HS3401100004,2016_HH16340019,2,2,3,3,2,1,4,79.2,3,1,2,12,1,1,4,2,1,7327.75,35,25000000
1623,2016_HS3401100005,2016_HH16340020,2,2,3,5,4,1,4,79.2,3,1,2,16,1,1,4,2,1,16563.29,67,25000000
1624,2016_HS3401100006,2016_HH16340021,2,2,3,5,4,1,4,79.2,3,1,1,8,1,1,4,2,3,5309.36,67,12000000
1625,2016_HS3401100007,2016_HH16340022,2,2,3,2,2,1,4,95.7,3,1,1,12,1,3,4,2,3,4561.64,67,18000000
1626,2016_HS3401100008,2016_HH13340043,2,2,3,3,3,1,4,56.1,2,1,1,4,1,3,4,4,2,4461.61,55,54000000
1627,2016_HS3401100009,2016_HH14340005,2,2,3,4,2,1,4,56.1,2,1,1,7,1,1,4,2,1,8377.79,25,42000000
1628,2016_HS3401100010,2016_HH16340023,2,2,3,13,2,1,4,56.1,2,1,1,4,1,1,4,3,1,12427.16,35,25000000
1629,2016_HS3401100011,2016_HH16340024,2,2,3,2,2,1,4,56.1,2,1,1,7,1,1,4,3,1,9540.83,35,42000000
1630,2016_HS3401100012,2016_HH16340025,2,2,3,3,2,1,4,56.1,2,1,1,7,1,3,4,2,1,6182.09,45,25000000
1631,2016_HS3401100013,2016_HH16340026,2,2,3,3,2,1,4,56.1,2,1,1,8,1,3,4,2,1,5641.24,67,54000000
1632,2016_HS3401100014,2016_HH16340027,2,2,3,4,2,1,4,56.1,2,1,1,4,1,1,4,3,1,6785.64,35,25000000
1633,2016_HS3401100015,2016_HH16340028,2,2,3,5,2,1,4,56.1,2,1,1,8,1,1,4,4,1,10305.84,45,42000000
1634,2016_HS3401100016,2016_HH16340029,2,2,3,11,2,1,4,79.2,3,1,1,8,1,1,4,2,1,4976.53,45,54000000
1635,2016_HS3401100017,2016_HH16340030,2,2,3,12,2,1,4,79.2,3,1,1,6,1,2,4,3,1,6746.08,35,42000000
1636,2016_HS3401100018,2016_HH16340031,2,2,3,3,2,1,4,79.2,3,1,1,7,1,3,4,2,1,5119.3,67,54000000
1637,2016_HS3401100019,2016_HH16340032,2,2,3,6,2,1,4,79.2,3,1,1,14,1,3,4,2,1,14324.81,35,42000000
1638,2016_HS3401100020,2016_HH16340033,2,2,3,12,2,1,4,79.2,3,1,1,14,1,3,4,2,5,7724.35,67,18000000
1639,2016_HS3401100021,2016_HH13340044,2,2,3,2,2,3,4,79.2,3,1,1,14,1,1,4,2,1,6978.304788,55,25000000
1640,2016_HS3401100022,2016_HH13340045,2,2,1,1,4,1,6,75.9,3,1,1,17,2,1,3,2,1,8845.21,67,25000000
1641,2016_HS3401100023,2016_HH13340046,2,2,3,3,4,1,3,79.2,3,1,2,8,1,1,4,1,4,11139.48,67,12000000
1642,2016_HS3401100024,2016_HH13340047,2,2,3,4,3,1,3,79.2,3,1,2,13,1,1,4,3,5,3753.34,67,25000000
1643,2016_HS3401200001,2016_HH13340048,2,2,3,20,4,3,4,79.2,3,1,1,10,1,1,4,2,5,17786.82279,67,18000000
1644,2016_HS3401200002,2016_HH15340013,2,2,3,7,5,1,5,112.2,3,1,2,17,1,3,4,4,1,14695.02,55,78000000
1645,2016_HS3401200003,2016_HH11340021,2,2,1,1,5,3,5,33,2,1,1,8,1,3,3,1,2,4259.7,35,18000000
1646,2016_HS3401200004,2016_HH12340004,2,2,1,3,5,3,5,138.6,4,1,2,8,1,3,3,2,1,7713.45,35,78000000
1647,2016_HS3401200005,2016_HH12340005,2,2,1,1,4,3,5,33,1,1,1,7,1,3,4,3,1,4158.27,55,25000000
1648,2016_HS3401200006,2016_HH13340049,2,2,1,1,6,1,5,52.8,1,1,1,5,1,3,3,3,2,3448.4,67,25000000
1649,2016_HS3401200007,2016_HH12340006,2,2,1,1,5,1,3,46.2,2,0,0,7,2,3,3,4,1,13485.7,55,42000000
1650,2016_HS3401200008,2016_HH16340034,2,2,1,1,6,1,4,23.1,1,1,1,2,1,3,3,2,5,2947.48,67,18000000
1651,2016_HS3401200009,2016_HH11340022,2,2,1,1,6,2,2,23.1,1,1,1,2,2,3,3,3,2,9156.78,55,25000000
1652,2016_HS3401200010,2016_HH12340007,2,2,1,1,5,1,2,75.9,3,1,1,10,1,1,3,5,2,4499.08,55,25000000
1653,2016_HS3401200011,2016_HH11340023,2,2,1,1,6,2,3,33,1,1,1,8,4,3,3,2,3,19258.58,67,25000000
1654,2016_HS3401200012,2016_HH13340050,2,2,1,1,6,2,3,82.5,3,1,1,15,4,3,5,2,3,21092.36,55,12000000
1655,2016_HS3402000001,2016_HH13340001,2,2,1,1,6,3,2,115.5,4,1,1,10,5,3,3,2,3,13753.12,67,25000000
1656,2016_HS3402000002,2016_HH13340002,2,2,1,1,6,1,4,85.8,3,1,1,12,2,3,3,2,3,10733.42,67,18000000
1657,2016_HS3402000003,2016_HH13340003,2,2,1,1,6,2,5,99,3,1,2,10,2,1,3,2,4,15228.54,67,25000000
1658,2016_HS3402000004,2016_HH11340001,2,2,1,1,6,2,1,72.6,3,1,1,10,4,3,3,2,3,19615.24,67,18000000
1659,2016_HS3402000005,2016_HH13340004,2,2,1,1,6,1,5,99,3,1,1,18,2,3,3,2,5,14089.46,55,12000000
1660,2016_HS3402000006,2016_HH13340005,2,2,1,1,6,1,5,99,3,1,1,16,4,1,3,2,3,16528.68,67,18000000
1661,2016_HS3402000007,2016_HH13340006,2,2,1,1,6,1,3,66,2,1,1,17,2,1,3,1,5,13398.02,67,12000000
1662,2016_HS3402000008,2016_HH13340007,2,2,1,1,6,1,4,66,3,1,1,15,2,3,3,2,3,17336.32,67,12000000
1663,2016_HS3402000009,2016_HH13340008,2,2,1,1,6,1,4,59.4,2,1,1,11,4,3,3,2,3,3315.813429,67,12000000
1664,2016_HS3402000010,2016_HH13340009,2,2,1,1,6,1,4,99,3,1,1,16,4,1,3,5,1,6396.133274,55,25000000
1665,2016_HS3402000011,2016_HH13340010,2,2,1,1,6,4,4,99,3,1,2,12,2,3,3,1,5,13587.16,67,18000000
1666,2016_HS3403000001,2016_HH11340009,2,2,1,1,6,1,1,132,3,1,2,8,2,1,3,3,3,13905.56864,55,42000000
1667,2016_HS3404000001,2016_HH15340004,2,2,3,3,3,2,3,79.2,3,1,2,7,1,1,4,3,1,11563.43,55,18000000
1668,2016_HS3404000002,2016_HH11340014,2,2,1,1,6,3,3,105.6,4,1,2,7,1,1,4,3,1,8588.67,55,42000000
1669,2016_HS3404000003,2016_HH11340015,2,2,1,1,6,3,2,85.8,3,1,1,8,1,3,4,5,1,16613.04,35,42000000
1670,2016_HS3404000004,2016_HH11340016,2,2,1,1,6,3,2,85.8,3,1,1,8,1,3,4,2,5,5003.722566,67,18000000
1671,2016_HS3404000005,2016_HH11340017,2,2,1,1,6,3,4,59.4,2,1,1,3,1,3,4,3,3,10201.14,45,25000000
1672,2016_HS3404000006,2016_HH14340003,2,2,1,1,5,1,3,102.3,3,1,1,8,1,1,4,1,5,4296.32,67,12000000
1673,2016_HS3404000007,2016_HH11340018,2,2,3,3,2,1,4,75.9,3,1,1,8,1,3,4,1,5,7114.33,67,18000000
1674,2016_HS3404000008,2016_HH11340019,2,2,3,9,4,1,4,75.9,3,1,1,8,1,3,4,5,1,12362.12,45,54000000
1675,2016_HS3404000009,2016_HH11340020,2,2,3,10,3,1,4,75.9,3,1,1,8,1,1,4,2,5,6650.28,67,18000000
1676,2016_HS3404000010,2016_HH14340004,2,2,3,12,4,1,4,75.9,3,1,1,8,1,3,4,3,1,11291.8,45,42000000
1677,2016_HS3404000011,2016_HH16340013,2,2,3,15,4,1,4,75.9,3,1,1,8,1,3,4,4,1,10938.67,45,25000000
1678,2016_HS3404000012,2016_HH16340014,2,2,3,2,2,1,4,75.9,3,1,1,8,1,3,4,4,1,11416.2,55,54000000
1679,2016_HS3404000013,2016_HH16340015,2,2,3,6,2,1,4,75.9,3,1,1,8,1,1,4,4,1,10355.81,55,90000000
1680,2016_HS3404000014,2016_HH16340016,2,2,3,9,2,1,4,79.2,3,1,1,8,1,3,4,4,3,14518.42,45,66000000
1681,2016_HS3404000015,2016_HH15340005,2,2,1,2,5,1,1,99,3,1,1,10,2,1,3,5,1,17389.55,45,54000000
1682,2016_HS3404000016,2016_HH15340006,2,2,1,1,4,1,1,82.5,2,1,1,8,2,1,3,1,5,6931.38,67,12000000
1683,2016_HS3404000017,2016_HH15340007,2,2,1,1,5,3,2,66,1,1,1,12,2,1,3,1,5,8266.03,67,12000000
1684,2016_HS3404000018,2016_HH15340008,2,2,2,1,4,1,4,62.7,3,1,1,8,2,1,3,3,1,9074.04,45,42000000
1685,2016_HS3404000019,2016_HH15340009,2,2,2,4,3,1,4,62.7,3,1,1,10,2,1,3,3,1,8176.37,55,18000000
1686,2016_HS3404000020,2016_HH15340010,2,2,2,2,6,1,4,62.7,3,1,1,7,2,3,3,1,1,4016.385084,35,54000000
1687,2016_HS3404000021,2016_HH15340011,2,2,2,2,5,2,4,79.2,3,1,1,6,2,3,3,4,3,11343.04,45,78000000
1688,2016_HS3404000022,2016_HH15340012,2,2,2,2,4,3,4,62.7,2,1,1,3,2,1,3,4,3,10125.71,55,25000000
1689,2016_HS3405000001,2016_HH13340028,2,2,1,1,6,1,5,99,3,1,1,17,4,3,3,2,3,10873.79,67,25000000
1690,2016_HS3405000002,2016_HH12340002,2,2,1,1,6,3,2,82.5,4,1,1,10,2,1,3,1,3,13205.32,67,12000000
1691,2016_HS3405000003,2016_HH12340003,2,2,3,2,3,3,3,39.6,2,1,1,3,2,3,3,4,1,12390.92,35,18000000
1692,2016_HS3406000001,2016_HH11340002,2,2,3,1,5,1,4,79.2,3,1,2,4,1,3,4,5,5,4213.25,55,25000000
1693,2016_HS3406000002,2016_HH11340003,2,2,3,1,5,1,4,105.6,3,1,2,4,1,3,4,2,1,4259.34,35,25000000
1694,2016_HS3406000003,2016_HH16340001,2,2,3,1,3,1,4,79.2,3,1,1,5,1,1,4,3,2,12573.02,35,42000000
1695,2016_HS3406000004,2016_HH14340001,2,2,3,12,4,1,5,79.2,2,1,1,5,1,1,4,3,1,7008.747476,55,42000000
1696,2016_HS3406000005,2016_HH11340004,2,2,3,3,4,1,4,79.2,3,1,2,4,1,3,4,2,1,2469.78,45,25000000
1697,2016_HS3406000006,2016_HH11340005,2,2,3,3,4,1,4,79.2,3,1,2,4,1,1,4,2,1,4329.79,35,12000000
1698,2016_HS3406000007,2016_HH11340006,2,2,3,1,5,1,4,79.2,3,1,2,4,1,1,4,4,5,4655.97,55,12000000
1699,2016_HS3406000008,2016_HH13340011,2,2,3,1,5,3,4,46.2,2,1,1,8,1,3,4,4,2,9853.69,45,25000000
1700,2016_HS3406000009,2016_HH13340012,2,2,3,4,4,3,4,42.9,2,1,1,2,1,1,4,2,5,10121.1,67,25000000
1701,2016_HS3406000010,2016_HH13340013,2,2,3,4,4,3,4,46.2,2,1,1,8,2,1,3,3,1,5079.98,55,25000000
1702,2016_HS3406000011,2016_HH11340007,2,2,3,5,4,1,4,105.6,3,1,2,4,1,1,4,1,5,2771.72,67,12000000
1703,2016_HS3406000012,2016_HH13340014,2,2,3,1,5,3,4,46.2,2,1,1,8,1,1,3,1,5,6110.64,67,12000000
1704,2016_HS3406000013,2016_HH13340015,2,2,3,3,4,3,4,46.2,2,1,1,7,1,1,4,1,5,3353,67,12000000
1705,2016_HS3406000014,2016_HH13340016,2,2,3,3,4,3,4,46.2,2,1,1,8,1,1,4,1,5,2790.1,67,12000000
1706,2016_HS3406000015,2016_HH16340002,2,2,1,1,5,2,4,72.6,2,1,1,6,1,1,3,2,3,4966.77,67,18000000
1707,2016_HS3406000016,2016_HH16340003,2,2,2,1,5,1,4,82.5,2,1,1,8,1,1,3,4,3,6728.66,55,54000000
1708,2016_HS3406000017,2016_HH16340004,2,2,1,1,6,2,5,92.4,3,1,1,6,1,3,3,2,3,5592.24,55,54000000
