,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_tot_energy_heat
981,2016_HS2504000001,2016_HH11250021,2,1,1,3,5,2,2,102.3,4,1,2,6,2,3,3,3,2,1,3,9726.2
982,2016_HS2504000002,2016_HH14250002,2,1,3,2,4,2,5,112.2,3,1,2,10,1,3,4,4,2,1,7,9334.419049
983,2016_HS2504000003,2016_HH13250036,2,1,3,9,2,3,4,105.6,3,1,2,12,1,3,4,3,2,1,4,16513.673071
984,2016_HS2504000004,2016_HH16250022,2,1,1,3,3,1,4,158.39999999999995,4,1,1,10,2,3,4,2,2,1,3,8967.42
985,2016_HS2504000005,2016_HH13250037,2,1,3,15,3,1,4,105.6,3,1,2,12,1,3,4,4,2,1,6,3917.7793149999998
986,2016_HS2504000006,2016_HH13250038,2,1,3,4,3,1,4,105.6,3,1,2,12,1,3,4,2,3,1,7,4018.0530659999995
987,2016_HS2504000007,2016_HH13250039,2,1,3,4,4,1,4,105.6,3,1,2,12,1,3,4,4,2,3,5,17482.788557
988,2016_HS2505000001,2016_HH12250001,2,1,3,4,5,3,3,46.2,2,1,1,4,1,3,4,2,2,1,2,12922.001321
989,2016_HS2505000003,2016_HH15250002,2,1,1,1,5,1,2,89.1,4,1,1,8,4,3,3,5,2,1,5,26792.9
990,2016_HS2505000004,2016_HH11250001,2,1,3,3,4,1,4,102.3,3,1,2,8,1,3,4,3,2,5,4,20532.69
991,2016_HS2505000005,2016_HH11250002,2,1,3,11,3,1,4,102.3,3,1,2,8,1,3,4,4,2,5,4,12100.440131
992,2016_HS2505000006,2016_HH11250003,2,1,3,11,4,1,4,89.1,3,1,2,8,1,3,4,4,2,1,3,6097.3611009999995
993,2016_HS2505000007,2016_HH13250001,2,1,3,3,3,1,4,99.0,3,1,2,18,1,3,4,4,2,2,4,9030.82832
994,2016_HS2505000008,2016_HH15250003,2,1,3,5,5,1,4,105.6,3,1,2,4,1,3,4,4,2,1,7,11242.064987
995,2016_HS2505000009,2016_HH15250004,2,1,3,2,6,2,3,59.4,2,1,1,1,1,3,4,4,2,1,7,11591.13
996,2016_HS2505000010,2016_HH16250001,2,1,3,11,3,1,4,72.6,3,1,1,6,1,3,5,3,2,3,5,12048.784706
997,2016_HS2505000011,2016_HH16250002,2,1,3,2,3,1,4,75.89999999999998,3,1,1,7,1,3,4,2,3,5,2,5555.020303
998,2016_HS2505000012,2016_HH12250002,2,1,3,5,4,3,4,72.6,3,1,1,6,1,3,4,4,2,5,3,7537.724094
999,2016_HS2505000013,2016_HH11250004,2,1,3,5,4,3,4,72.6,3,1,1,8,1,3,4,3,2,5,1,9001.789472
1000,2016_HS2505000014,2016_HH16250003,2,1,3,5,3,1,4,75.89999999999998,3,1,1,6,1,3,4,3,2,3,3,5213.589314
1001,2016_HS2505000015,2016_HH16250004,2,1,3,6,3,1,4,79.19999999999997,3,1,1,7,1,1,4,5,2,1,4,12484.305533
1002,2016_HS2505000016,2016_HH16250005,2,1,3,9,3,1,4,75.89999999999998,3,1,1,7,1,3,4,2,2,1,4,10809.735359999999
1003,2016_HS2505000017,2016_HH16250006,2,1,3,1,4,3,2,46.2,2,1,1,4,1,3,4,3,2,5,4,8896.179294
1004,2016_HS2505000018,2016_HH15250005,2,1,2,1,4,3,3,105.6,3,1,1,26,1,3,4,4,2,1,4,12389.584019
1005,2016_HS2505000019,2016_HH15250006,2,1,3,9,2,1,4,105.6,3,1,2,4,1,1,4,4,2,1,6,13683.528496
1006,2016_HS2505000020,2016_HH15250007,2,1,2,1,3,2,3,66.0,3,1,1,5,1,3,4,4,3,3,4,20249.907601
1007,2016_HS2505000021,2016_HH16250007,2,1,1,2,4,1,3,82.5,3,1,1,8,1,3,4,4,2,3,5,6472.915204999999
1008,2016_HS2505000022,2016_HH16250008,2,1,1,1,5,3,2,89.1,3,1,1,4,1,3,4,3,2,3,5,26132.082196
1009,2016_HS2505000023,2016_HH16250009,2,1,1,2,4,2,3,49.5,2,1,1,6,1,3,4,2,2,2,3,4861.590274
1010,2016_HS2505000024,2016_HH13250002,2,1,3,7,3,1,4,105.6,3,1,2,14,1,3,4,2,3,3,1,10492.456032
1011,2016_HS2505000025,2016_HH13250003,2,1,1,2,5,2,2,99.0,3,1,2,14,1,3,5,6,2,3,3,2905.05
1012,2016_HS2505000026,2016_HH12250003,2,1,1,1,5,2,4,39.6,1,1,1,4,1,3,4,2,2,1,3,7655.6562845
1013,2016_HS2505000027,2016_HH12250004,2,1,1,1,5,4,4,89.1,3,1,1,7,1,3,4,3,2,5,1,6320.950372
1014,2016_HS2505000028,2016_HH15250008,2,1,2,1,3,1,6,102.3,3,1,2,5,1,3,4,3,2,1,4,4513.95
1015,2016_HS2505000029,2016_HH11250005,2,1,3,2,4,3,3,46.2,2,1,1,4,1,3,4,3,3,5,4,7881.005268999999
1016,2016_HS2505000030,2016_HH11250006,2,1,3,2,5,3,3,46.2,2,1,1,4,1,1,4,4,2,1,3,11212.159294
1017,2016_HS2505000031,2016_HH13250004,2,1,3,3,4,1,3,46.2,2,1,1,8,2,3,3,4,2,1,3,10797.62
1018,2016_HS2505000032,2016_HH11250007,2,1,3,4,5,3,3,46.2,2,1,1,4,1,1,4,3,2,4,3,9507.639294
1019,2016_HS2505000033,2016_HH11250008,2,1,3,5,5,3,3,46.2,2,1,1,4,1,3,4,3,2,5,3,2532.459
1020,2016_HS2505000034,2016_HH11250009,2,1,3,5,5,3,3,46.2,2,1,1,4,1,1,4,2,2,1,3,20710.43
1021,2016_HS2601000001,2016_HH11260039,3,1,3,1,5,1,4,82.5,3,1,2,8,1,3,4,5,2,1,4,11302.741861
1022,2016_HS2601000002,2016_HH11260040,3,1,3,1,5,2,4,92.4,3,1,1,8,1,1,4,2,3,2,2,14947.789094999998
1023,2016_HS2601000003,2016_HH11260041,3,1,3,1,5,2,4,72.6,3,1,2,8,1,3,4,3,2,5,2,10621.113262
1024,2016_HS2601000004,2016_HH11260042,3,1,3,2,2,3,4,92.4,3,1,2,8,1,3,4,1,3,5,1,4343.821217399999
1025,2016_HS2601000005,2016_HH11260043,3,1,3,2,2,2,4,82.5,3,1,1,8,1,3,4,3,2,1,3,13764.832988999999
1026,2016_HS2601000006,2016_HH11260044,3,1,3,3,2,3,4,82.5,3,1,2,8,1,3,4,3,2,3,6,19040.486572
1027,2016_HS2601000007,2016_HH11260045,3,1,3,7,2,2,4,95.7,3,1,1,8,1,1,4,4,2,3,4,17380.157289
1028,2016_HS2601000008,2016_HH11260046,3,1,3,10,2,2,4,82.5,3,1,2,8,1,3,4,2,2,1,3,9820.5434433
1029,2016_HS2601000009,2016_HH11260047,3,1,3,11,2,1,5,99.0,3,1,2,9,1,3,4,4,2,3,5,14876.106858000001
1030,2016_HS2601000010,2016_HH12260005,3,1,2,2,4,1,3,33.0,1,1,1,5,1,1,4,1,3,5,1,7578.2206855
1031,2016_HS2601000011,2016_HH11260048,3,1,2,2,4,1,4,33.0,1,1,1,6,1,1,4,1,3,5,1,9648.3813541
1032,2016_HS2601000012,2016_HH11260049,3,1,2,2,4,1,3,42.9,2,1,1,6,1,1,4,2,2,1,2,12076.334096999999
1033,2016_HS2601000013,2016_HH11260050,3,1,3,7,3,1,4,79.19999999999997,2,1,1,9,1,3,4,5,2,1,7,15917.163513
1034,2016_HS2601000014,2016_HH11260051,3,1,3,1,5,1,4,89.1,3,1,1,9,1,3,4,5,2,1,4,10979.18
1035,2016_HS2601000015,2016_HH11260052,3,1,3,1,4,1,4,89.1,3,1,1,9,1,3,4,4,2,1,4,16737.719594
1036,2016_HS2601000016,2016_HH11260053,3,1,3,8,2,1,4,89.1,3,1,1,9,1,3,4,4,2,1,4,16299.400022
1037,2016_HS2601000017,2016_HH11260054,3,1,2,2,4,1,3,92.4,3,1,1,10,1,1,4,3,2,3,5,20514.307861
1038,2016_HS2601000018,2016_HH11260055,3,1,2,2,4,1,2,66.0,2,1,1,8,1,3,4,3,2,1,2,12064.847386
1039,2016_HS2602000001,2016_HH14260001,3,1,3,6,4,1,4,122.1,4,1,2,15,1,3,4,2,2,1,4,13621.35
1040,2016_HS2602000002,2016_HH14260002,3,1,3,17,4,2,4,105.6,3,1,2,12,1,3,4,4,2,1,6,13616.29
1041,2016_HS2602000003,2016_HH14260003,3,1,3,3,4,2,4,105.6,3,1,2,12,1,3,4,3,2,5,3,10273.030306999999
1042,2016_HS2602000004,2016_HH11260001,3,1,3,12,4,3,4,99.0,3,1,2,8,1,3,4,2,2,1,4,8854.11
1043,2016_HS2602000005,2016_HH11260002,3,1,3,12,4,3,4,99.0,3,1,2,8,1,3,4,3,2,3,5,12606.86
1044,2016_HS2602000006,2016_HH12260001,3,1,3,20,4,3,4,99.0,3,1,2,8,1,3,4,3,2,2,6,16930.85
1045,2016_HS2602000007,2016_HH11260003,3,1,1,1,5,1,1,79.19999999999997,2,1,1,8,1,3,4,4,2,3,4,16475.839572999997
1046,2016_HS2602000008,2016_HH11260004,3,1,2,3,4,1,4,82.5,3,1,2,8,1,3,4,2,2,1,5,15639.072549
1047,2016_HS2602000009,2016_HH11260005,3,1,3,7,4,2,4,122.1,4,1,1,8,1,3,4,2,2,5,5,11003.43
1048,2016_HS2602000010,2016_HH11260006,3,1,2,2,4,1,3,99.0,3,1,1,5,1,3,4,3,2,1,5,8062.2333964
1049,2016_HS2602000011,2016_HH15260001,3,1,3,8,4,2,6,112.2,3,1,2,8,1,1,4,4,2,3,4,10087.761268
1050,2016_HS2602000012,2016_HH11260007,3,1,3,15,4,2,5,79.19999999999997,3,1,1,8,1,3,4,2,3,2,4,20136.03
1051,2016_HS2602000013,2016_HH11260008,3,1,3,1,5,2,5,79.19999999999997,3,1,1,8,1,3,4,4,2,1,4,15092.735290999999
1052,2016_HS2602000014,2016_HH11260009,3,1,1,1,5,1,4,75.89999999999998,3,1,1,8,2,1,3,4,2,5,4,14175.0
1053,2016_HS2602000015,2016_HH14260004,3,1,3,4,5,1,2,82.5,3,1,1,14,1,3,4,3,2,3,4,11569.386278
1054,2016_HS2602000016,2016_HH14260005,3,1,3,4,5,1,2,82.5,3,1,1,14,1,3,4,2,2,1,5,14784.837368
1055,2016_HS2602000017,2016_HH11260010,3,1,2,1,5,1,4,85.8,3,1,2,10,1,3,4,2,3,1,3,14116.562084000001
1056,2016_HS2602000018,2016_HH11260011,3,1,2,2,4,1,3,102.3,3,1,2,8,1,3,4,2,2,1,6,15159.186093
1057,2016_HS2602000019,2016_HH16260001,3,1,1,4,5,3,6,42.9,1,1,1,8,1,3,4,1,2,1,4,9757.8848243
1058,2016_HS2602000020,2016_HH14260006,3,1,3,4,4,1,4,105.6,3,1,2,11,1,3,4,2,2,1,5,9801.7058865
1059,2016_HS2603000001,2016_HH11260012,3,1,2,2,4,1,4,112.2,3,1,2,12,1,3,4,2,3,5,3,13013.838195
1060,2016_HS2603000002,2016_HH15260002,3,1,3,10,5,3,5,105.6,3,1,1,8,1,3,4,6,2,1,5,16805.065491
1061,2016_HS2603000003,2016_HH15260003,3,1,3,6,4,3,5,105.6,3,1,1,8,1,3,4,1,2,5,2,11680.944813
1062,2016_HS2603000004,2016_HH11260013,3,1,3,10,4,2,4,75.89999999999998,3,1,1,8,1,3,4,3,2,1,5,6675.3443145
1063,2016_HS2603000005,2016_HH11260014,3,1,3,10,4,2,4,75.89999999999998,3,1,1,8,1,1,4,3,3,5,4,10713.94
1064,2016_HS2603000006,2016_HH11260015,3,1,3,10,4,2,4,75.89999999999998,3,1,1,8,1,1,4,4,2,3,3,10215.52
1065,2016_HS2603000007,2016_HH12260002,3,1,3,15,4,2,4,75.89999999999998,3,1,1,8,1,3,4,4,2,1,6,9107.445135299999
1066,2016_HS2603000008,2016_HH11260016,3,1,3,16,4,2,4,75.89999999999998,3,1,1,8,1,3,4,4,2,5,4,7958.64
1067,2016_HS2603000009,2016_HH14260007,3,1,3,4,4,1,4,79.19999999999997,3,1,1,8,1,3,4,4,2,1,6,9030.1532474
1068,2016_HS2603000010,2016_HH11260017,3,1,3,9,4,2,4,75.89999999999998,3,1,1,8,1,3,4,3,2,1,3,9563.7966637
1069,2016_HS2603000011,2016_HH11260018,3,1,3,8,4,2,4,75.89999999999998,3,1,1,8,1,3,4,3,2,1,6,13011.935634
1070,2016_HS2603000012,2016_HH11260019,3,1,2,1,5,4,4,82.5,2,1,1,6,1,3,4,4,2,1,6,17245.958768
1071,2016_HS2603000013,2016_HH14260008,3,1,1,1,5,1,5,89.1,3,1,1,18,1,3,4,2,2,1,5,12214.249619
1072,2016_HS2603000014,2016_HH16260002,3,1,1,1,6,3,4,69.3,2,1,1,8,2,3,3,1,3,2,2,10261.24
1073,2016_HS2603000015,2016_HH14260009,3,1,2,2,4,3,4,82.5,3,1,1,8,1,3,4,4,2,1,6,20595.439412
1074,2016_HS2603000016,2016_HH15260004,3,1,1,1,4,1,5,49.5,2,1,1,6,1,1,4,3,2,3,4,11621.885278
1075,2016_HS2603000017,2016_HH11260020,3,1,1,1,5,1,3,36.3,2,1,1,4,1,1,4,3,2,1,4,11395.132673
1076,2016_HS2604000001,2016_HH15260005,3,1,3,12,2,1,4,79.19999999999997,3,1,1,4,1,3,4,4,2,3,3,12851.86
1077,2016_HS2604000002,2016_HH11260021,3,1,2,3,4,2,5,92.4,3,1,2,8,1,3,4,3,2,1,3,10285.111898000001
1078,2016_HS2604000003,2016_HH11260022,3,1,3,5,4,2,6,112.2,3,1,2,10,1,3,4,4,2,1,6,16827.980251
1079,2016_HS2604000004,2016_HH11260023,3,1,3,13,4,1,5,75.89999999999998,3,1,1,3,1,1,4,1,3,1,1,9511.46
1080,2016_HS2604000005,2016_HH11260024,3,1,3,15,5,1,5,75.89999999999998,3,1,1,7,1,3,4,4,2,1,3,8288.29
1081,2016_HS2604000006,2016_HH11260025,3,1,3,2,4,1,5,75.89999999999998,3,1,1,7,1,3,4,3,2,1,3,12366.553112
1082,2016_HS2631000001,2016_HH15260006,3,1,3,2,2,1,4,79.19999999999997,3,1,1,4,1,3,4,4,2,3,2,12598.82
1083,2016_HS2631000002,2016_HH15260007,3,1,3,1,5,1,4,145.2,4,1,2,7,1,1,4,3,2,1,3,16069.51
1084,2016_HS2631000003,2016_HH11260026,3,1,3,9,4,3,5,79.19999999999997,3,1,1,8,1,3,4,4,2,1,6,14643.236181
1085,2016_HS2631000004,2016_HH11260027,3,1,2,2,5,3,3,56.1,1,1,1,3,1,1,4,1,3,5,1,2920.0228175
1086,2016_HS2631000005,2016_HH11260028,3,1,1,2,5,3,3,36.3,2,1,1,3,2,1,3,1,3,4,1,9902.740941299999
1087,2016_HS2631000006,2016_HH11260029,3,1,1,2,5,1,2,46.2,2,1,1,4,1,3,4,1,3,5,2,10398.404272
1088,2016_HS2631000007,2016_HH11260030,3,1,2,1,5,3,3,33.0,1,0,1,7,2,1,3,1,3,5,1,5008.7331701
1089,2016_HS2631000008,2016_HH13260001,3,1,1,1,5,3,3,59.4,2,1,1,8,1,3,4,2,2,3,5,13994.589934
1090,2016_HS2631000009,2016_HH12260003,3,1,1,1,5,1,2,66.0,2,1,1,6,2,3,3,1,3,5,1,6461.6137544
1091,2016_HS2631000010,2016_HH11260031,3,1,2,1,5,2,3,56.1,2,1,1,3,1,3,4,4,2,3,4,13381.594726000001
1092,2016_HS2631000011,2016_HH11260032,3,1,2,2,5,2,3,85.8,3,1,1,8,1,3,4,4,2,3,5,12513.104179
1093,2016_HS2631000012,2016_HH11260033,3,1,1,1,5,2,3,33.0,1,0,1,6,1,1,4,1,3,5,1,7784.891347
1094,2016_HS2631000013,2016_HH11260034,3,1,1,1,5,1,3,82.5,3,1,2,8,1,3,4,4,2,3,5,10873.585992
1095,2016_HS2631000014,2016_HH11260035,3,1,1,1,5,1,3,89.1,4,1,1,6,1,1,4,1,3,5,1,9150.2789312
1096,2016_HS2631000015,2016_HH12260004,3,1,2,1,6,1,3,82.5,3,1,2,10,1,3,4,2,3,3,3,14215.648673
1097,2016_HS2631000016,2016_HH11260036,3,1,1,1,6,1,3,59.4,1,1,1,3,1,3,4,2,2,3,5,13694.318712999999
1098,2016_HS2631000017,2016_HH15260008,3,1,2,1,5,3,1,66.0,2,1,1,5,1,3,4,2,2,3,5,13304.274625
1099,2016_HS2631000018,2016_HH11260037,3,1,1,1,5,1,2,92.4,3,1,2,8,1,3,4,5,3,3,6,17795.004046000002
1100,2016_HS2631000019,2016_HH11260038,3,1,1,1,5,2,3,95.7,3,1,2,8,1,3,4,4,3,3,5,21107.453901
1101,2016_HS2901000001,2016_HH16290001,2,2,1,1,4,4,4,39.6,2,1,1,3,4,1,5,1,2,5,1,5364.41403
1102,2016_HS2901000002,2016_HH12290001,2,2,1,2,4,4,5,39.6,2,1,1,4,4,3,3,3,2,5,5,33953.83
1103,2016_HS2901000003,2016_HH12290002,2,2,1,3,5,4,5,39.6,2,1,1,4,4,1,5,1,2,1,2,5587.1123302000005
1104,2016_HS2901000004,2016_HH12290003,2,2,1,3,5,4,5,39.6,2,1,1,5,4,2,5,1,2,1,2,5134.700175600001
1105,2016_HS2901000005,2016_HH16290002,2,2,1,1,2,4,5,23.1,1,0,1,1,4,3,5,2,3,3,2,28156.4
1106,2016_HS2901000006,2016_HH16290003,2,2,1,2,3,4,5,23.1,1,0,1,4,4,2,5,1,3,5,1,28096.2
1107,2016_HS3101100001,2016_HH16310003,1,2,2,2,4,2,5,66.0,2,1,1,3,1,3,4,2,3,1,3,6624.109617
1108,2016_HS3101100002,2016_HH11310030,1,2,2,2,3,1,4,66.0,2,1,1,10,1,1,4,4,3,4,2,14648.288777000002
1109,2016_HS3101100003,2016_HH11310031,1,2,2,1,5,1,4,72.6,2,1,1,4,1,3,4,4,3,5,4,11752.014804
1110,2016_HS3101100004,2016_HH11310032,1,2,2,4,5,1,4,72.6,2,1,1,8,1,3,4,2,2,3,3,12909.84
1111,2016_HS3101100005,2016_HH11310033,1,2,2,1,5,1,4,59.4,2,1,1,8,1,1,4,4,2,5,1,4682.377128
1112,2016_HS3101100006,2016_HH11310034,1,2,2,2,4,1,4,69.3,2,1,1,6,1,1,4,3,2,5,3,8862.775994
1113,2016_HS3101100007,2016_HH11310035,1,2,2,3,3,1,4,69.3,2,1,1,8,1,3,4,3,2,5,3,16954.159555000002
1114,2016_HS3101200001,2016_HH13310057,1,2,1,2,5,2,5,108.9,3,1,1,8,1,3,4,5,2,1,6,13738.32
1115,2016_HS3101200002,2016_HH11310029,1,2,1,3,4,1,5,42.9,2,1,1,8,1,3,4,2,2,5,1,5259.4371280000005
1116,2016_HS3101200003,2016_HH13310058,1,2,3,5,3,1,4,66.0,2,1,1,8,1,3,4,4,2,1,6,14001.007669999999
1117,2016_HS3101200004,2016_HH12310043,1,2,1,2,5,2,3,59.4,2,1,1,4,1,1,3,4,2,5,1,6193.52
1118,2016_HS3101200005,2016_HH12310044,1,2,1,1,5,2,3,75.89999999999998,3,1,1,6,1,1,3,4,2,1,5,6978.66
1119,2016_HS3101200006,2016_HH12310045,1,2,1,1,5,2,3,39.6,1,1,0,6,1,3,3,3,2,3,3,6306.8
1120,2016_HS3101200007,2016_HH12310046,1,2,1,1,5,2,3,39.6,1,1,1,3,1,3,3,4,2,5,3,3875.44
1121,2016_HS3101200008,2016_HH14310018,1,2,1,1,3,2,4,59.4,2,1,1,4,1,1,3,3,2,1,4,13335.56
1122,2016_HS3101300001,2016_HH13310061,1,2,3,14,4,2,4,72.6,2,1,1,8,3,3,4,4,2,3,4,14446.041125999998
1123,2016_HS3101300002,2016_HH12310047,1,2,1,1,5,2,3,75.89999999999998,3,1,1,7,1,3,3,2,3,5,3,6868.58
1124,2016_HS3101300003,2016_HH12310048,1,2,1,1,5,2,3,89.1,3,1,1,7,1,3,3,4,2,1,6,8422.42
1125,2016_HS3101400001,2016_HH13310059,1,2,3,28,4,1,6,155.1,4,1,2,22,3,3,4,4,2,3,7,5221.84
1126,2016_HS3101400002,2016_HH13310060,1,2,2,4,5,1,4,82.5,2,1,1,8,1,3,4,4,2,1,4,4278.95356
1127,2016_HS3102100001,2016_HH12310033,1,2,2,2,5,3,3,62.7,1,1,1,7,1,3,4,2,2,5,2,6445.891803
1128,2016_HS3102100003,2016_HH12310035,1,2,1,1,5,2,4,125.4,3,1,1,6,1,1,4,4,2,1,4,12626.04
1129,2016_HS3102100004,2016_HH12310036,1,2,1,2,5,2,2,33.0,1,1,1,6,2,1,3,2,2,2,2,9780.6608585
1130,2016_HS3102100005,2016_HH11310015,1,2,1,1,5,2,4,125.4,4,1,1,5,1,1,4,1,2,5,6,12668.95
1131,2016_HS3102100006,2016_HH11310016,1,2,1,1,5,2,3,56.1,2,1,1,6,1,3,4,4,2,5,3,3958.51
1132,2016_HS3102100007,2016_HH11310017,1,2,1,2,5,1,3,59.4,2,1,1,3,1,1,4,4,2,3,1,12432.241931999999
1133,2016_HS3102100008,2016_HH11310018,1,2,2,2,4,1,4,85.8,3,1,1,10,1,3,4,4,3,5,3,11790.89948
1134,2016_HS3102100009,2016_HH12310037,1,2,1,1,5,2,3,56.1,2,1,1,4,2,1,3,1,2,1,2,9219.98
1135,2016_HS3102200001,2016_HH11310019,1,2,1,2,4,2,3,42.9,2,1,1,3,1,1,4,5,2,1,3,13276.224285
1136,2016_HS3102200002,2016_HH11310020,1,2,1,2,5,2,3,75.89999999999998,3,1,2,6,1,3,4,4,2,3,3,15627.651502
1137,2016_HS3102200003,2016_HH11310021,1,2,1,2,5,2,5,82.5,4,1,1,8,1,1,4,3,2,5,3,14319.725061000001
1138,2016_HS3102200004,2016_HH12310038,1,2,1,1,5,2,3,36.3,1,1,1,3,1,3,4,1,2,3,3,10455.313033
1139,2016_HS3102200005,2016_HH12310039,1,2,2,1,5,2,4,89.1,3,1,1,8,1,3,4,5,2,4,3,9603.530303
1140,2016_HS3102200006,2016_HH12310040,1,2,1,1,5,2,4,52.8,2,1,1,3,1,3,4,4,2,1,3,8919.553011
1141,2016_HS3102200007,2016_HH11310022,1,2,2,1,5,3,5,79.19999999999997,4,1,2,8,1,3,4,4,2,3,2,11953.443606
1142,2016_HS3102200008,2016_HH11310023,1,2,1,2,5,3,3,49.5,2,1,1,3,1,1,4,4,2,5,3,9983.229443
1143,2016_HS3102200009,2016_HH12310041,1,2,2,1,4,4,4,92.4,3,1,1,8,1,3,4,4,2,1,5,8444.31
1144,2016_HS3102200010,2016_HH12310042,1,2,1,1,5,2,4,99.0,3,1,1,7,1,3,4,4,2,3,4,16884.19
1145,2016_HS3102200011,2016_HH11310024,1,2,1,1,5,3,4,49.5,2,1,1,7,1,3,4,4,2,5,4,16697.067797
1146,2016_HS3102200012,2016_HH11310025,1,2,1,1,5,3,4,89.1,3,1,1,8,1,3,4,3,2,5,3,14196.096121999999
1147,2016_HS3102200013,2016_HH11310026,1,2,2,1,5,2,4,52.8,2,1,1,6,1,1,4,4,2,5,2,5256.5085
1148,2016_HS3102200014,2016_HH11310027,1,2,2,2,5,2,4,26.4,1,1,1,2,1,3,4,3,2,1,2,3768.199122
1149,2016_HS3102200015,2016_HH11310028,1,2,2,3,4,4,4,39.6,2,1,1,10,1,3,4,1,2,1,5,6014.402169
1150,2016_HS3102200016,2016_HH13310056,1,2,3,3,2,1,6,59.4,2,1,1,8,1,3,4,4,2,1,4,10724.632316
1151,2016_HS3102300001,2016_HH13310046,1,2,3,4,3,1,4,66.0,2,1,1,8,3,3,4,2,2,1,4,13932.904731
1152,2016_HS3102300002,2016_HH13310047,1,2,3,12,3,1,4,135.29999999999998,4,1,2,20,3,1,4,2,3,5,3,11081.928507999999
1153,2016_HS3102300003,2016_HH13310048,1,2,3,16,2,2,5,105.6,3,1,2,11,3,3,4,2,3,1,5,16608.639134999998
1154,2016_HS3102300004,2016_HH13310049,1,2,3,12,4,1,5,105.6,3,1,2,12,1,3,4,3,2,1,6,11949.18
1155,2016_HS3102300005,2016_HH13310050,1,2,1,0,3,1,4,66.0,2,1,1,6,1,3,4,3,2,3,3,9743.823889700001
1156,2016_HS3102300006,2016_HH13310051,1,2,3,10,2,1,5,105.6,3,1,2,10,3,3,4,4,2,1,7,14087.175078
1157,2016_HS3102300007,2016_HH13310052,1,2,3,7,2,3,4,82.5,2,1,1,8,3,3,4,2,2,1,6,3531.74
1158,2016_HS3102300008,2016_HH13310053,1,2,3,30,4,2,5,128.7,2,1,1,14,3,3,4,3,2,3,6,3969.28
1159,2016_HS3102300009,2016_HH13310054,1,2,3,8,2,1,5,105.6,3,1,2,13,3,3,4,4,2,1,7,18298.299269
1160,2016_HS3102300010,2016_HH13310055,1,2,3,6,4,3,4,92.4,3,1,1,6,3,3,4,3,2,1,7,14424.056958000001
1161,2016_HS3103000001,2016_HH13310098,1,2,3,8,3,4,5,82.5,3,1,2,8,1,1,4,3,2,5,1,8252.08
1162,2016_HS3103000002,2016_HH13310099,1,2,3,7,2,1,4,85.8,3,1,1,8,1,3,4,4,2,1,3,13906.97
1163,2016_HS3103000003,2016_HH13310100,1,2,3,8,3,1,5,52.8,1,1,1,7,1,3,4,1,2,1,3,4568.81
1164,2016_HS3103000005,2016_HH13310102,1,2,3,5,2,2,4,108.9,3,1,2,14,1,3,4,4,2,1,5,9494.95
1165,2016_HS3104200001,2016_HH13310069,1,2,3,13,3,1,5,95.7,3,1,2,14,3,3,4,3,2,1,5,8127.4297964
1166,2016_HS3104200002,2016_HH13310070,1,2,3,15,5,3,4,69.3,3,1,1,7,3,1,4,2,2,4,1,15645.596481999999
1167,2016_HS3104200003,2016_HH13310071,1,2,3,20,4,1,4,82.5,3,1,1,8,3,3,4,4,2,3,6,15670.347665000001
1168,2016_HS3104200004,2016_HH13310072,1,2,3,25,5,2,5,72.6,2,1,1,8,3,1,4,3,2,3,4,9065.0127425
1169,2016_HS3104200005,2016_HH13310073,1,2,3,4,2,1,4,108.9,3,1,2,12,3,1,4,4,2,3,6,7733.1422874
1170,2016_HS3104200006,2016_HH13310074,1,2,3,15,5,3,4,75.89999999999998,3,1,1,8,3,3,4,4,2,1,6,8095.594706999999
1171,2016_HS3104200007,2016_HH13310075,1,2,3,4,5,1,4,59.4,2,1,1,8,1,3,4,3,2,3,4,12085.12
1172,2016_HS3105000001,2016_HH16310002,1,2,3,6,3,1,5,148.5,4,1,2,7,1,3,4,5,2,1,6,14861.42
1173,2016_HS3105000002,2016_HH13310025,1,2,3,1,3,1,3,56.1,2,1,1,4,1,1,4,2,3,5,1,5662.409890999999
1174,2016_HS3105000003,2016_HH13310026,1,2,3,13,5,1,3,92.4,3,1,1,8,1,3,4,4,2,1,5,9493.52
1175,2016_HS3105000004,2016_HH13310027,1,2,2,1,5,3,5,75.89999999999998,3,1,1,8,1,3,4,4,2,1,5,12860.202927
1176,2016_HS3105000005,2016_HH13310028,1,2,2,0,5,1,5,105.6,3,1,1,5,1,3,4,2,2,1,4,2955.84
1177,2016_HS3105000006,2016_HH13310029,1,2,3,10,4,2,5,112.2,3,1,2,16,1,1,4,1,3,4,5,18524.01
1178,2016_HS3105000007,2016_HH14310016,1,2,3,4,4,3,5,82.5,3,1,1,10,1,3,4,2,2,1,2,14534.05
1179,2016_HS3105000008,2016_HH14310017,1,2,2,0,4,1,3,59.4,3,1,1,6,1,3,5,4,2,1,6,7702.38
1180,2016_HS3105000009,2016_HH13310030,1,2,2,2,2,3,5,92.4,3,1,1,10,1,3,4,3,2,5,4,12707.5959
1181,2016_HS3105000010,2016_HH13310031,1,2,3,1,5,1,5,85.8,3,1,2,14,1,3,4,4,2,1,5,12304.51
