,id_hs,id_hh,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,cat_hus_blt_yr,num_hus_ar,num_bed,num_liv,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_tot_energy_heat
0,2016_HS1101000001,2016_HH13110253,1,1,3,9,4,1,5,125.4,4,1,2,12,1,3,4,5,2,1,4,14787.63
1,2016_HS1101000002,2016_HH14110053,1,1,2,2,4,3,5,99.0,3,1,2,20,1,3,4,3,2,3,6,15669.59
2,2016_HS1101000003,2016_HH14110054,1,1,1,1,6,1,4,105.6,3,1,1,10,1,3,4,4,2,1,1,10811.384375
3,2016_HS1101000004,2016_HH14110055,1,1,2,1,6,3,3,158.39999999999995,3,1,1,15,1,3,4,4,2,1,3,9699.294731999998
4,2016_HS1101000006,2016_HH14110056,1,1,1,1,6,1,6,148.5,4,1,2,8,1,3,5,4,2,1,6,16089.62
5,2016_HS1101000007,2016_HH14110057,1,1,1,1,5,2,3,62.7,3,1,1,10,1,3,4,3,2,1,5,11562.120322
6,2016_HS1101000008,2016_HH14110058,1,1,1,2,5,1,3,115.5,3,1,1,8,1,3,4,4,2,3,5,14162.99
7,2016_HS1102000001,2016_HH13110255,1,1,2,2,5,2,4,99.0,2,1,1,10,1,3,4,4,2,3,4,15608.88
8,2016_HS1102000002,2016_HH13110256,1,1,3,11,4,3,4,112.2,3,1,1,18,1,1,4,4,2,1,7,12356.08
9,2016_HS1102000003,2016_HH11110023,1,1,1,1,5,1,2,122.1,4,1,2,5,1,3,4,3,3,5,5,12259.73
10,2016_HS1102000004,2016_HH13110257,1,1,1,1,6,1,2,102.3,2,1,1,7,1,3,4,2,3,5,4,16839.22
11,2016_HS1102000005,2016_HH13110258,1,1,1,1,5,1,1,79.19999999999997,4,1,2,6,1,3,4,6,2,3,3,10880.47
12,2016_HS1103000001,2016_HH13110233,1,1,3,1,5,2,5,112.2,3,1,2,10,1,3,4,6,2,2,6,17831.134312000002
13,2016_HS1103000002,2016_HH11110020,1,1,1,2,4,2,3,82.5,3,1,2,8,1,1,4,1,3,5,1,8204.43
14,2016_HS1103000004,2016_HH12110025,1,1,1,2,5,2,4,75.89999999999998,3,1,2,8,1,3,4,5,2,1,2,16488.71
15,2016_HS1103000005,2016_HH11110021,1,1,1,1,5,2,4,125.4,4,1,2,6,1,1,4,5,2,1,5,8136.007293000001
16,2016_HS1103000006,2016_HH12110026,1,1,1,1,5,2,4,75.89999999999998,3,1,2,8,1,1,4,1,3,5,1,3343.429607
17,2016_HS1103000007,2016_HH11110022,1,1,1,1,5,2,3,59.4,2,1,1,8,1,1,4,3,3,3,3,8357.52
18,2016_HS1103000008,2016_HH13110234,1,1,3,17,3,1,4,82.5,3,1,1,10,3,3,4,4,2,1,4,9882.4292814
19,2016_HS1103000009,2016_HH12110027,1,1,1,1,5,4,1,66.0,2,1,1,8,2,1,3,4,3,5,5,9871.26
20,2016_HS1104000001,2016_HH11110012,1,1,1,2,5,4,4,89.1,3,1,1,10,1,3,4,3,2,1,5,10239.368263
21,2016_HS1104000002,2016_HH11110013,1,1,1,1,5,4,4,85.8,3,1,1,8,1,3,4,3,3,5,1,9296.089662999999
22,2016_HS1104000003,2016_HH11110014,1,1,1,2,5,4,4,46.2,2,1,1,3,1,3,4,5,2,5,2,8548.341822
23,2016_HS1104000004,2016_HH13110171,1,1,1,2,5,2,4,85.8,3,1,1,10,1,3,4,3,2,1,4,14319.289553999999
24,2016_HS1104000005,2016_HH13110172,1,1,1,3,5,2,5,75.89999999999998,3,1,1,8,1,3,4,4,2,1,4,8565.561385500001
25,2016_HS1104000006,2016_HH11110015,1,1,1,2,5,3,4,75.89999999999998,3,1,1,10,1,3,4,4,2,1,3,12080.63
26,2016_HS1104000007,2016_HH12110009,1,1,1,1,5,1,4,59.4,2,1,1,7,1,3,4,1,2,1,4,8084.46
27,2016_HS1104000008,2016_HH11110016,1,1,1,1,5,2,4,79.19999999999997,3,1,1,8,1,3,4,3,2,1,4,12624.18
28,2016_HS1104000009,2016_HH12110010,1,1,1,2,5,1,1,92.4,4,1,1,10,1,3,4,4,2,5,1,6851.06485
29,2016_HS1104000010,2016_HH12110011,1,1,1,1,5,4,4,99.0,3,1,1,4,1,3,4,2,2,5,4,13120.9
30,2016_HS1104000011,2016_HH11110017,1,1,1,1,5,2,4,92.4,3,1,2,10,1,1,4,1,2,2,2,6800.98
31,2016_HS1104000012,2016_HH11110018,1,1,1,2,5,2,3,92.4,3,1,1,10,1,1,4,4,2,5,2,13017.58755
32,2016_HS1104000013,2016_HH13110173,1,1,3,2,3,4,5,79.19999999999997,3,1,1,8,1,3,4,3,2,1,5,10782.446891
33,2016_HS1104000014,2016_HH14110032,1,1,2,1,6,2,2,79.19999999999997,3,1,1,4,1,3,4,3,3,2,6,12552.32
34,2016_HS1104000015,2016_HH13110174,1,1,1,2,4,2,4,75.89999999999998,3,1,1,16,1,3,4,3,2,1,4,12346.4
35,2016_HS1104000016,2016_HH13110175,1,1,3,23,5,1,5,108.9,3,1,2,10,1,3,4,4,2,1,7,18127.45079
36,2016_HS1105000001,2016_HH13110055,1,1,3,18,2,3,5,112.2,3,1,2,14,1,3,4,4,2,1,7,13422.219309999999
37,2016_HS1105000002,2016_HH13110056,1,1,3,5,2,3,5,82.5,3,1,1,7,1,3,4,4,2,1,4,10218.81
38,2016_HS1105000003,2016_HH13110057,1,1,1,2,5,2,3,66.0,3,1,1,8,1,3,4,5,2,1,4,10583.666333
39,2016_HS1105000004,2016_HH13110058,1,1,3,10,2,3,5,108.9,3,1,2,12,1,3,4,4,2,1,6,4337.9367032
40,2016_HS1105000005,2016_HH13110059,1,1,1,1,5,1,5,79.19999999999997,2,1,1,8,1,1,4,3,2,1,6,8228.68
41,2016_HS1105000006,2016_HH13110060,1,1,3,3,2,1,4,72.6,2,1,1,10,1,3,4,4,2,3,7,6565.502151
42,2016_HS1105000007,2016_HH13110061,1,1,3,7,4,1,5,105.6,3,1,2,12,1,3,4,3,2,1,4,13008.474339
43,2016_HS1105000008,2016_HH13110062,1,1,3,19,5,1,4,122.1,3,1,2,10,1,1,4,4,2,1,6,14842.31
44,2016_HS1105000009,2016_HH11110002,1,1,1,1,5,1,1,85.8,3,1,2,8,2,1,3,1,2,1,2,10384.63
45,2016_HS1105000010,2016_HH11110003,1,1,1,2,5,1,1,79.19999999999997,3,1,2,8,2,3,3,5,2,3,4,9175.32
46,2016_HS1105000011,2016_HH11110004,1,1,1,1,5,3,2,72.6,3,1,2,10,2,3,3,1,2,1,3,13253.23
47,2016_HS1105000012,2016_HH11110005,1,1,1,1,5,3,1,42.9,1,1,1,2,2,3,3,2,2,1,4,10534.85
48,2016_HS1105000013,2016_HH11110006,1,1,1,1,5,3,1,42.9,2,1,1,3,2,3,3,5,2,1,3,20073.85
49,2016_HS1106000001,2016_HH13110105,1,1,3,14,4,2,6,95.7,3,1,2,16,1,3,4,4,2,1,5,10612.975235
50,2016_HS1106000002,2016_HH13110106,1,1,3,7,2,1,5,108.9,3,1,2,12,1,3,4,3,2,1,5,14822.23
51,2016_HS1106000003,2016_HH13110107,1,1,3,25,2,1,5,49.5,2,1,1,7,1,3,4,4,2,1,4,4885.697622
52,2016_HS1106000004,2016_HH13110108,1,1,3,3,4,1,5,108.9,3,1,2,10,1,3,4,4,2,1,4,9945.359031999998
53,2016_HS1106000005,2016_HH13110109,1,1,2,1,5,1,3,49.5,2,1,1,3,1,1,4,1,3,5,1,3207.1556405
54,2016_HS1106000006,2016_HH13110110,1,1,3,10,2,1,4,75.89999999999998,3,1,1,10,1,3,4,4,2,1,5,10776.879416
55,2016_HS1106000007,2016_HH13110111,1,1,3,3,4,2,5,105.6,3,1,2,10,1,3,4,3,2,1,5,8764.031529
56,2016_HS1106000008,2016_HH13110112,1,1,2,2,4,4,4,66.0,2,1,1,6,1,3,4,4,2,1,2,11257.235034000001
57,2016_HS1106000009,2016_HH13110113,1,1,3,6,2,3,5,102.3,3,1,2,10,1,3,4,3,2,1,4,11121.29
58,2016_HS1106000010,2016_HH13110114,1,1,1,5,5,3,4,79.19999999999997,3,1,1,10,1,3,4,4,2,3,7,15460.202766
59,2016_HS1106000011,2016_HH13110115,1,1,3,11,3,1,5,141.9,4,1,2,22,1,3,4,6,2,1,6,26255.168221
60,2016_HS1106000012,2016_HH15110007,1,1,3,11,4,2,5,79.19999999999997,3,1,1,6,1,3,4,4,2,1,5,18948.824515
61,2016_HS1106000013,2016_HH13110116,1,1,3,3,4,3,6,108.9,3,1,2,10,1,1,4,3,2,1,4,14153.236347
62,2016_HS1106000014,2016_HH13110117,1,1,3,11,4,4,5,82.5,3,1,1,10,1,3,4,4,2,1,7,18933.455991
63,2016_HS1106000015,2016_HH13110118,1,1,3,14,4,1,5,108.9,3,1,2,12,1,3,4,4,2,4,4,9577.26
64,2016_HS1106000016,2016_HH13110119,1,1,3,16,3,1,5,79.19999999999997,2,1,1,8,1,3,4,3,2,1,4,14793.852481
65,2016_HS1106000017,2016_HH13110120,1,1,3,8,2,1,5,151.79999999999995,4,1,2,18,1,1,4,4,2,1,3,13832.349005000002
66,2016_HS1106000018,2016_HH13110121,1,1,3,20,3,1,5,145.2,4,1,2,20,1,1,4,2,3,3,5,5229.772196
67,2016_HS1106000019,2016_HH13110122,1,1,1,1,5,2,3,148.5,4,1,2,11,1,3,4,4,2,1,5,11775.88
68,2016_HS1106000020,2016_HH12110008,1,1,2,2,4,2,1,39.6,2,0,1,6,5,3,3,3,3,2,2,17157.35
69,2016_HS1107000001,2016_HH13110260,1,1,3,3,3,3,5,102.3,3,1,2,10,1,3,4,4,2,1,6,12413.67
70,2016_HS1107000002,2016_HH13110261,1,1,3,2,4,3,5,72.6,3,1,2,6,1,3,4,5,2,1,5,12100.175343
71,2016_HS1107000003,2016_HH13110262,1,1,1,1,5,1,2,99.0,3,1,1,8,1,3,5,4,2,5,4,9502.34
72,2016_HS1107000004,2016_HH13110263,1,1,1,1,6,1,2,56.1,2,1,1,6,1,3,4,4,2,1,3,4948.027731600001
73,2016_HS1107000005,2016_HH12110028,1,1,2,2,3,4,5,56.1,2,1,1,7,1,3,4,3,2,5,3,11613.407001000001
74,2016_HS1107000006,2016_HH12110029,1,1,2,2,4,4,5,89.1,2,1,1,8,1,3,4,4,2,5,3,12730.48
75,2016_HS1107000007,2016_HH12110030,1,1,1,2,3,4,5,69.3,2,1,1,8,1,3,4,4,3,5,2,6919.078766
76,2016_HS1107000008,2016_HH13110264,1,1,3,15,2,1,6,108.9,3,1,2,14,1,1,4,3,2,1,5,14213.31
77,2016_HS1107000009,2016_HH13110265,1,1,3,5,2,1,4,105.6,3,1,2,12,1,3,4,4,2,3,6,11279.59
78,2016_HS1108000001,2016_HH12110012,1,1,1,1,5,3,1,125.4,4,1,2,6,2,3,3,1,3,1,4,16843.85
79,2016_HS1108000002,2016_HH13110176,1,1,1,1,6,3,6,132.0,3,1,2,8,1,1,4,4,3,2,4,17913.275025
80,2016_HS1108000003,2016_HH13110177,1,1,3,6,2,2,4,79.19999999999997,3,1,1,8,1,3,4,3,2,3,5,5554.117082
81,2016_HS1108000004,2016_HH13110178,1,1,3,20,5,2,5,108.9,3,1,2,14,1,3,4,3,2,3,6,13547.09
82,2016_HS1108000005,2016_HH12110013,1,1,1,1,4,3,3,79.19999999999997,2,1,1,8,1,3,4,3,3,5,2,11979.571109
83,2016_HS1108000006,2016_HH14110033,1,1,2,1,3,1,4,36.3,2,1,1,4,1,1,4,3,2,1,3,11758.49
84,2016_HS1108000007,2016_HH13110179,1,1,2,2,5,3,5,52.8,2,0,1,6,1,3,4,3,2,3,4,16354.452382
85,2016_HS1108000008,2016_HH13110180,1,1,1,2,4,1,5,69.3,2,1,1,14,1,1,4,4,2,3,5,4797.4250600000005
86,2016_HS1108000009,2016_HH12110014,1,1,1,2,4,1,1,56.1,2,1,1,5,1,1,4,2,3,5,1,8092.244347
87,2016_HS1108000010,2016_HH12110015,1,1,1,1,5,2,2,75.89999999999998,4,1,1,6,1,3,4,5,2,1,3,15393.244641
88,2016_HS1108000011,2016_HH12110016,1,1,1,1,5,2,2,42.9,2,1,1,3,1,1,4,5,2,1,5,11431.52
89,2016_HS1108000012,2016_HH16110013,1,1,3,9,3,2,5,108.9,3,1,2,5,1,2,4,2,3,4,3,8193.036982
90,2016_HS1108000013,2016_HH14110034,1,1,3,7,5,3,3,59.4,2,1,1,8,1,1,4,1,2,2,2,4515.31549
91,2016_HS1108000014,2016_HH13110181,1,1,3,1,5,2,4,105.6,3,1,2,12,1,3,4,3,2,1,4,20515.01
92,2016_HS1108000015,2016_HH13110182,1,1,2,3,5,3,4,56.1,2,1,1,4,1,3,4,4,2,3,3,13790.68
93,2016_HS1108000016,2016_HH13110183,1,1,1,1,6,2,5,178.2,3,1,2,14,1,3,4,4,2,3,7,15962.199097
94,2016_HS1108000017,2016_HH13110184,1,1,2,2,5,2,4,85.8,3,1,1,6,1,3,4,4,2,1,3,15463.305638999998
95,2016_HS1108000018,2016_HH13110185,1,1,2,2,5,2,3,66.0,2,1,1,10,1,2,3,2,3,3,2,7441.927562100001
96,2016_HS1108000019,2016_HH13110186,1,1,2,3,5,2,4,59.4,2,1,1,7,1,3,4,3,2,1,4,6503.77
97,2016_HS1108000020,2016_HH13110187,1,1,2,1,5,2,4,39.6,2,1,1,6,1,1,4,1,2,3,3,15885.384759
98,2016_HS1108000021,2016_HH13110188,1,1,1,1,6,1,3,66.0,2,1,1,12,2,3,3,4,2,1,5,10622.7
99,2016_HS1108000022,2016_HH13110189,1,1,2,1,5,1,5,59.4,2,1,1,8,1,3,4,4,2,1,7,9688.56
100,2016_HS1108000023,2016_HH13110190,1,1,2,1,5,3,4,92.4,3,1,2,10,1,3,5,4,2,3,3,13568.33
101,2016_HS1108000024,2016_HH13110191,1,1,1,0,4,2,4,66.0,2,1,1,10,1,3,4,4,2,1,2,16588.386054
102,2016_HS1108000025,2016_HH13110192,1,1,1,1,5,2,4,112.2,3,1,1,10,1,3,4,4,2,3,6,13645.21
103,2016_HS1108000026,2016_HH13110193,1,1,1,2,5,4,3,82.5,3,1,1,12,1,3,4,4,2,3,6,14344.425115
104,2016_HS1108000027,2016_HH13110194,1,1,3,5,4,2,5,141.9,3,1,2,11,1,3,5,4,2,1,5,12661.99
105,2016_HS1108000028,2016_HH15110008,1,1,3,2,4,3,4,82.5,3,1,1,8,1,1,4,3,2,1,4,25514.32153
106,2016_HS1108000029,2016_HH13110195,1,1,3,15,2,2,5,82.5,3,1,1,10,1,3,4,2,2,1,7,2467.6414379000003
107,2016_HS1108000030,2016_HH13110196,1,1,2,2,4,1,4,105.6,3,1,1,10,1,3,3,5,2,1,5,9587.52
108,2016_HS1108000031,2016_HH14110035,1,1,1,1,6,4,1,39.6,2,0,1,6,5,1,3,1,3,5,1,28670.31
109,2016_HS1108000032,2016_HH14110036,1,1,1,1,6,3,1,56.1,2,1,1,6,5,1,3,1,3,5,1,12233.02
110,2016_HS1108000033,2016_HH14110037,1,1,1,1,6,4,1,85.8,3,0,1,6,2,1,3,1,3,5,1,13461.62
111,2016_HS1108000034,2016_HH14110038,1,1,1,1,6,4,1,52.8,2,1,1,8,5,1,3,2,3,5,2,29289.41
112,2016_HS1108000035,2016_HH14110039,1,1,1,1,6,4,1,59.4,3,1,1,8,5,1,3,2,3,2,1,18951.99
113,2016_HS1108000036,2016_HH14110040,1,1,1,1,6,4,1,132.0,3,1,1,6,5,3,3,3,2,1,4,21661.6
114,2016_HS1108000037,2016_HH14110041,1,1,1,1,6,3,1,132.0,3,1,1,8,5,1,3,4,3,2,3,24900.58
115,2016_HS1108000038,2016_HH13110197,1,1,2,2,5,2,4,75.89999999999998,3,1,1,10,1,1,4,5,2,3,5,13287.25
116,2016_HS1108000039,2016_HH13110198,1,1,3,11,4,2,5,79.19999999999997,3,1,2,8,1,1,4,3,2,1,4,13883.346471
117,2016_HS1108000040,2016_HH13110199,1,1,3,4,3,2,5,108.9,3,1,2,10,1,3,4,4,2,3,7,11024.97
118,2016_HS1108000041,2016_HH13110200,1,1,3,11,2,2,5,102.3,3,1,2,20,1,3,4,4,2,1,6,10758.4
119,2016_HS1109000001,2016_HH13110030,1,1,3,13,4,3,6,145.2,4,1,2,16,1,3,4,4,2,1,3,17637.46
120,2016_HS1109000002,2016_HH13110031,1,1,1,1,6,2,3,39.6,2,1,1,4,1,3,4,2,2,1,5,14513.87
121,2016_HS1109000003,2016_HH14110001,1,1,3,2,2,3,5,102.3,3,1,2,14,1,3,4,4,2,1,4,16405.13
122,2016_HS1109000004,2016_HH13110032,1,1,1,0,2,3,3,49.5,2,1,1,8,1,1,4,2,3,4,2,5095.54
123,2016_HS1109000005,2016_HH13110033,1,1,2,4,5,4,3,92.4,3,1,1,8,1,3,4,4,2,1,5,13148.25
124,2016_HS1109000006,2016_HH14110002,1,1,2,3,5,2,4,85.8,3,1,1,7,1,3,4,4,2,3,4,11985.12
125,2016_HS1109000007,2016_HH14110003,1,1,2,2,5,4,4,82.5,3,1,1,12,1,3,4,3,2,1,5,6832.98
126,2016_HS1110000001,2016_HH14110021,1,1,3,10,3,2,5,92.4,3,1,2,7,1,3,4,3,2,3,5,14155.42
127,2016_HS1110000002,2016_HH14110022,1,1,2,4,4,1,6,99.0,3,1,2,10,1,3,4,2,2,1,3,10963.720092
128,2016_HS1110000003,2016_HH13110102,1,1,3,6,4,1,5,92.4,3,1,1,8,1,3,4,4,2,1,7,10606.4
129,2016_HS1110000004,2016_HH13110103,1,1,3,3,2,2,4,56.1,2,1,1,4,3,3,4,4,2,3,4,9490.4237006
130,2016_HS1110000005,2016_HH13110104,1,1,3,13,4,1,5,108.9,3,1,2,10,3,1,4,3,2,3,5,12540.468814
131,2016_HS1110000006,2016_HH14110023,1,1,3,13,2,1,4,59.4,2,1,1,10,1,1,4,4,3,1,6,10315.67
132,2016_HS1110000007,2016_HH14110024,1,1,3,15,5,1,4,59.4,2,1,1,3,1,1,4,3,3,1,4,8867.92
133,2016_HS1110000008,2016_HH16110009,1,1,2,4,4,2,4,85.8,3,1,1,8,1,3,4,3,2,1,5,6256.96
134,2016_HS1111000001,2016_HH13110083,1,1,3,18,4,2,4,125.4,4,1,2,22,1,3,4,3,2,1,7,11018.48
135,2016_HS1111000002,2016_HH13110084,1,1,1,3,5,1,4,115.5,3,1,2,12,1,3,4,4,2,1,6,9353.66
136,2016_HS1111000003,2016_HH13110085,1,1,3,5,2,1,4,82.5,3,1,1,7,1,1,4,1,2,5,2,9639.45
137,2016_HS1111000004,2016_HH13110086,1,1,3,13,2,2,4,82.5,3,1,1,10,1,1,4,4,2,1,5,8724.38
138,2016_HS1111000005,2016_HH13110087,1,1,3,9,4,1,4,138.6,3,1,2,12,1,3,4,5,3,1,5,12339.79
139,2016_HS1111000006,2016_HH13110088,1,1,3,6,3,1,5,118.8,3,1,2,10,1,3,4,4,2,1,7,22813.59
140,2016_HS1111000007,2016_HH13110089,1,1,3,6,2,1,4,118.8,3,1,2,10,1,3,4,4,2,3,4,8214.82
141,2016_HS1111000008,2016_HH13110090,1,1,3,13,2,1,5,108.9,3,1,2,14,3,3,4,4,2,1,6,8456.857496999999
142,2016_HS1111000009,2016_HH13110091,1,1,3,14,2,1,4,85.8,2,1,1,8,3,1,4,6,2,1,7,6582.8179281
143,2016_HS1111000010,2016_HH13110092,1,1,3,15,5,1,5,79.19999999999997,2,1,1,6,3,3,4,4,2,1,3,6469.359018
144,2016_HS1111000011,2016_HH15110006,1,1,3,5,2,1,3,42.9,1,1,1,12,3,1,4,1,2,1,2,4356.9438657
145,2016_HS1111000012,2016_HH13110093,1,1,3,5,3,2,4,85.8,2,1,1,7,3,3,4,3,2,1,3,11998.459545
146,2016_HS1111000013,2016_HH12110007,1,1,3,2,4,4,2,59.4,2,1,1,7,5,3,3,1,3,1,3,18667.88
147,2016_HS1111000014,2016_HH13110094,1,1,3,17,4,3,5,108.9,3,1,2,14,1,3,4,4,3,3,7,17278.97
148,2016_HS1111000015,2016_HH13110095,1,1,3,7,2,2,5,155.1,4,1,2,18,1,3,4,4,2,1,7,11177.62
149,2016_HS1111000016,2016_HH13110096,1,1,3,13,3,1,5,69.3,2,1,1,6,3,1,4,3,2,1,4,15700.309844
150,2016_HS1111000017,2016_HH13110097,1,1,3,4,2,3,4,69.3,3,1,1,8,3,1,4,4,2,1,5,6492.2867042
151,2016_HS1111000018,2016_HH13110098,1,1,3,7,2,3,4,82.5,3,1,1,8,3,1,4,3,2,1,6,9919.5580838
152,2016_HS1111000019,2016_HH13110099,1,1,3,9,4,3,5,108.9,3,1,2,18,1,3,4,4,3,4,7,8716.57
153,2016_HS1111000020,2016_HH16110008,1,1,3,6,3,1,4,59.4,2,1,1,3,1,3,4,1,3,5,2,3228.77
154,2016_HS1111000021,2016_HH14110007,1,1,3,1,5,3,4,72.6,2,1,1,3,3,1,4,4,2,1,4,4456.7560376
155,2016_HS1111000022,2016_HH14110008,1,1,3,2,5,3,3,39.6,1,0,1,1,2,1,3,1,3,5,1,9910.3
156,2016_HS1111000023,2016_HH14110009,1,1,2,1,4,4,3,39.6,2,0,1,0,2,1,3,2,3,2,1,11281.46
157,2016_HS1111000024,2016_HH14110010,1,1,1,1,6,1,1,26.4,2,0,1,1,5,1,3,1,3,5,1,22424.33
158,2016_HS1111000025,2016_HH14110011,1,1,1,1,5,1,3,39.6,2,0,1,0,5,1,3,2,3,5,1,14133.45
159,2016_HS1111000026,2016_HH14110012,1,1,1,1,5,3,3,33.0,2,0,1,0,5,1,3,2,3,2,1,13829.46
160,2016_HS1111000027,2016_HH14110013,1,1,1,1,6,3,1,33.0,2,0,1,2,1,1,3,2,3,2,2,4746.72
161,2016_HS1111000028,2016_HH14110014,1,1,1,1,6,1,1,39.6,2,0,1,2,5,1,3,1,3,5,1,18827.49
162,2016_HS1111000029,2016_HH14110015,1,1,1,1,6,1,1,33.0,2,0,1,1,5,1,3,1,3,5,1,23122.51
163,2016_HS1111000030,2016_HH14110016,1,1,1,1,6,1,1,29.7,2,0,1,2,5,1,3,1,3,5,1,25911.6
164,2016_HS1111000031,2016_HH14110017,1,1,1,1,6,3,1,36.3,2,0,1,2,5,1,3,2,3,2,2,27839.78
165,2016_HS1111000032,2016_HH14110018,1,1,1,1,6,3,1,36.3,2,0,1,2,5,1,3,2,3,2,2,18101.18
166,2016_HS1111000033,2016_HH14110019,1,1,1,1,6,3,3,29.7,1,0,1,1,2,1,3,1,3,5,1,11367.42
167,2016_HS1111000034,2016_HH14110020,1,1,1,1,5,3,3,39.6,2,0,1,1,5,1,3,2,3,5,1,17446.84
168,2016_HS1111000035,2016_HH13110100,1,1,3,3,3,3,5,102.3,3,1,1,16,1,3,4,4,3,4,7,11158.34
169,2016_HS1111000036,2016_HH13110101,1,1,3,15,2,1,4,105.6,3,1,2,12,3,1,4,4,2,1,5,4081.0168383
170,2016_HS1112000001,2016_HH13110235,1,1,2,1,5,2,4,42.9,2,1,1,5,1,3,4,4,2,3,4,10658.48
171,2016_HS1112000002,2016_HH14110045,1,1,1,1,6,3,2,118.8,4,1,1,6,1,3,4,3,2,3,6,18020.26
172,2016_HS1112000003,2016_HH14110046,1,1,2,1,6,2,4,99.0,3,1,2,5,1,3,4,4,2,3,5,18713.093971000002
173,2016_HS1112000005,2016_HH13110237,1,1,2,2,3,2,5,89.1,3,1,2,8,1,3,4,4,2,3,4,11931.31
174,2016_HS1112000006,2016_HH13110238,1,1,1,2,4,1,4,99.0,3,1,1,15,1,1,4,4,2,1,4,5212.601666
175,2016_HS1112000007,2016_HH13110239,1,1,2,1,6,4,6,132.0,3,1,2,10,1,3,4,4,2,1,6,11856.637017000001
176,2016_HS1112000008,2016_HH14110047,1,1,1,1,6,2,3,118.8,3,1,1,4,1,3,4,5,2,1,3,15129.911355000002
177,2016_HS1112000009,2016_HH13110240,1,1,2,5,5,1,6,99.0,3,1,1,4,1,3,4,4,2,1,5,6609.1221557
178,2016_HS1112000010,2016_HH13110241,1,1,3,3,4,4,4,79.19999999999997,3,1,2,6,1,3,4,5,2,3,7,9117.512792
179,2016_HS1112000011,2016_HH14110048,1,1,2,1,6,1,3,82.5,3,1,1,16,1,3,4,4,2,1,4,12789.325509999999
180,2016_HS1112000012,2016_HH13110242,1,1,1,1,5,3,5,59.4,2,1,1,4,1,3,4,4,2,1,5,9031.530084
181,2016_HS1112000013,2016_HH13110243,1,1,2,2,2,1,5,125.4,3,1,2,6,1,3,4,4,2,1,4,14513.62
182,2016_HS1112000014,2016_HH13110244,1,1,3,3,4,2,5,145.2,4,1,2,20,1,3,4,5,2,3,5,7956.889515999999
183,2016_HS1112000015,2016_HH13110245,1,1,2,3,3,2,5,59.4,2,1,1,4,1,3,4,2,2,1,3,14004.187267
184,2016_HS1112000016,2016_HH14110049,1,1,2,1,6,2,5,99.0,3,1,2,6,1,1,4,4,2,4,4,6063.8719167
185,2016_HS1112000017,2016_HH14110050,1,1,3,19,2,4,4,75.89999999999998,3,1,1,4,1,2,4,4,2,1,6,18644.781762
186,2016_HS1112000018,2016_HH14110051,1,1,3,2,4,4,4,108.9,3,1,2,10,1,1,4,4,2,1,6,26473.03
187,2016_HS1112000019,2016_HH14110052,1,1,1,3,4,3,5,92.4,3,1,1,8,1,1,4,4,2,1,6,11252.88
188,2016_HS1112000020,2016_HH13110246,1,1,3,7,2,1,4,82.5,2,1,1,8,1,1,4,2,2,1,4,7165.3547057999995
189,2016_HS1112000021,2016_HH13110247,1,1,1,1,5,1,3,92.4,3,1,1,10,1,3,4,3,3,5,2,7798.29
190,2016_HS1112000022,2016_HH13110248,1,1,1,1,5,2,4,82.5,3,1,1,8,1,3,4,3,3,3,5,9866.6
191,2016_HS1112000023,2016_HH13110249,1,1,3,2,2,2,5,79.19999999999997,3,1,2,15,3,1,4,4,2,1,5,10198.100036
192,2016_HS1112000024,2016_HH13110250,1,1,3,15,5,2,5,112.2,3,1,2,11,3,3,4,3,2,1,6,11332.66478
193,2016_HS1112000025,2016_HH13110251,1,1,3,4,3,1,5,112.2,3,1,2,16,3,3,4,4,2,1,6,3676.55
194,2016_HS1112000026,2016_HH13110252,1,1,3,2,2,1,4,108.9,3,1,2,10,3,3,4,4,2,1,6,7828.414932800001
195,2016_HS1113000001,2016_HH14110030,1,1,3,3,4,3,5,79.19999999999997,3,1,1,4,1,3,4,5,2,1,4,14769.43
196,2016_HS1113000002,2016_HH13110144,1,1,1,2,5,1,3,49.5,2,1,1,5,1,3,4,4,2,1,5,13810.613708
197,2016_HS1113000003,2016_HH13110145,1,1,1,1,6,2,3,66.0,2,1,1,8,1,3,4,5,2,1,5,12231.747367
198,2016_HS1113000004,2016_HH13110146,1,1,3,3,3,2,6,95.7,3,1,2,18,1,3,4,4,2,1,6,24813.66
199,2016_HS1113000006,2016_HH13110148,1,1,2,3,5,3,3,49.5,2,1,1,3,1,3,4,5,2,1,5,8701.81
200,2016_HS1113000007,2016_HH13110149,1,1,1,2,3,2,3,59.4,2,1,1,3,1,3,4,3,2,1,3,12351.315077
201,2016_HS1113000008,2016_HH13110150,1,1,3,12,2,2,5,79.19999999999997,3,1,1,8,1,3,4,4,2,1,3,14189.73
202,2016_HS1113000009,2016_HH14110031,1,1,1,1,6,4,4,52.8,3,1,1,2,1,3,4,2,3,1,1,12477.120423
203,2016_HS1113000010,2016_HH13110151,1,1,2,1,5,1,1,59.4,2,1,1,6,1,3,4,3,2,1,3,12303.176983
204,2016_HS1113000011,2016_HH13110152,1,1,3,6,2,2,5,108.9,3,1,2,11,1,3,4,3,2,1,6,18000.69
