,id_hh,id_hs,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_hus_age,num_tot_energy_heat
633,HH11220025,HS2206000007,3,1,1,1,6,1,1990,79.2,2,1,6,2,3,3,3,3,5,4,29,9003.66
634,HH14220013,HS2206000009,3,1,2,1,3,4,2005,82.5,3,1,12,1,3,5,2,2,3,5,14,15142.01916
635,HH13220046,HS2206000014,3,1,2,2,2,4,1995,82.5,3,1,6,1,3,4,4,2,3,1,24,15278.65883
636,HH11220027,HS2206000015,3,1,1,3,5,3,1975,115.5,3,1,6,1,3,4,4,2,3,4,44,8133.13
637,HH17220007,HS2206000017,3,1,3,5,5,1,1986,62.7,2,1,8,1,3,4,2,2,1,5,33,15651.82774
638,HH13220044,HS2206000018,3,1,2,1,4,1,2002,33,1,1,6,1,3,4,1,2,2,3,17,8869.556231
639,HH18220015,HS2206000020,3,1,1,1,5,2,1997,118.8,4,1,14,1,3,4,2,2,2,4,22,15683.78878
640,HH18220014,HS2206000021,3,1,1,2,5,4,1995,66,3,1,12,1,3,4,4,2,3,4,24,9402.950029
641,HH18220001,HS2206000022,3,1,1,2,3,4,1985,148.5,5,1,7,4,3,3,2,2,3,5,34,22985.392
642,HH18220012,HS2206000023,3,1,3,11,2,5,2009,108.9,3,2,12,1,3,4,4,2,3,6,10,19065.13933
643,HH13220009,HS2207000001,3,1,3,1,2,1,1997,105.6,3,1,12,3,3,4,4,2,3,4,22,11284.44229
644,HH13220010,HS2207000002,3,1,3,12,2,2,1997,105.6,3,2,12,3,3,4,4,3,5,5,22,12686.58176
645,HH13220012,HS2207000004,3,1,3,16,2,2,1997,105.6,3,2,12,3,3,4,5,2,3,4,22,11569.67754
646,HH13220013,HS2207000005,3,1,3,2,5,1,1997,105.6,3,2,12,3,3,4,3,2,3,5,22,9234.405526
647,HH13220014,HS2207000006,3,1,3,7,2,2,1997,105.6,3,2,12,3,3,4,3,3,3,3,22,10160.72395
648,HH13220015,HS2207000007,3,1,3,9,4,1,1998,85.8,3,1,8,3,3,5,5,2,1,3,21,9586.729723
649,HH13220016,HS2207000008,3,1,3,6,2,1,1997,79.2,3,1,10,3,3,4,1,3,5,2,22,6548.624065
650,HH13220017,HS2207000009,3,1,3,15,5,1,1997,79.2,3,1,10,3,1,4,2,3,1,5,22,5140.97145
651,HH11220011,HS2207000010,3,1,3,20,4,2,2015,112.2,3,2,13,1,3,4,4,2,3,6,4,9357.85
652,HH14220002,HS2207000011,3,1,3,20,5,2,2005,108.9,3,2,10,1,3,5,3,2,3,6,14,16441.47
653,HH13220018,HS2207000012,3,1,1,1,6,1,1980,99,4,1,10,2,3,3,4,3,3,4,39,11458.72
654,HH13220019,HS2207000014,3,1,3,16,4,1,2007,155.1,4,2,11,3,3,5,4,2,1,6,12,22097.87278
655,HH12220002,HS2207000015,3,1,3,13,6,1,1993,85.8,3,1,10,1,1,4,2,3,5,2,26,6860.246934
656,HH12220003,HS2207000016,3,1,3,11,6,2,1993,105.6,3,2,6,1,3,4,3,3,5,4,26,11024.63904
657,HH13220020,HS2207000017,3,1,3,11,6,2,1993,105.6,3,2,6,1,3,5,4,2,3,5,26,15541.13945
658,HH13220021,HS2207000018,3,1,3,8,6,1,1993,108.9,3,2,12,1,3,4,3,2,5,7,26,16872.97913
659,HH14220003,HS2207000019,3,1,1,1,5,1,1993,89.1,3,1,24,1,3,4,3,2,3,7,26,18264.49812
660,HH14220004,HS2207000020,3,1,3,3,6,1,1983,79.2,3,1,10,1,3,4,4,2,1,4,36,9711.66
661,HH13220022,HS2207000021,3,1,3,8,6,2,1993,105.6,3,2,6,1,3,4,2,3,4,3,26,10877.18
662,HH12220004,HS2207000022,3,1,1,1,4,3,1976,115.5,3,1,10,1,3,4,2,3,5,4,43,10524.00549
663,HH12220005,HS2207000023,3,1,1,1,6,1,1988,42.9,2,1,6,2,3,3,1,2,1,4,31,8535.2
664,HH14220005,HS2207000024,3,1,3,4,3,4,2008,112.2,3,2,5,3,3,5,4,2,1,4,11,7692.257366
665,HH14220006,HS2207000027,3,1,2,4,5,2,2006,165,4,2,20,1,1,4,5,2,3,7,13,12337.61
666,HH11220013,HS2207000028,3,1,3,11,4,1,1994,105.6,3,2,10,3,3,4,3,3,1,7,25,13299.01459
667,HH11220014,HS2207000029,3,1,3,16,4,1,2006,108.9,3,2,11,3,1,4,2,2,3,5,13,8842.638463
668,HH13220023,HS2207000030,3,1,3,15,2,1,2012,105.6,3,2,10,1,3,4,4,2,3,4,7,12048.18
669,HH14220007,HS2207000031,3,1,3,1,4,1,2015,115.5,3,2,7,3,3,5,3,2,1,5,4,16132.29469
670,HH17220008,HS2207000032,3,1,3,12,2,1,1997,105.6,3,2,12,3,3,4,1,3,5,4,22,12128.14955
671,HH17220009,HS2207000033,3,1,1,1,6,1,1968,128.7,3,1,4,2,1,5,3,2,1,3,51,7806.84
672,HH17220011,HS2207000035,3,1,1,1,4,1,1948,158.4,3,1,4,1,3,4,2,2,1,4,71,12248.23721
673,HH13220048,HS2207000037,3,1,2,4,3,1,2014,85.8,3,2,10,1,3,4,4,3,1,6,5,11050.68012
674,HH11220016,HS2207000039,3,1,3,3,3,2,1997,105.6,3,2,16,3,3,4,5,2,1,2,22,10389.6781
675,HH18220005,HS2207000040,3,1,1,3,4,1,1994,99,3,2,4,1,3,4,2,3,3,5,25,15939.64
676,HH18220007,HS2207000041,3,1,3,15,3,2,2007,112.2,3,2,4,3,3,4,5,2,1,6,12,11662.32052
677,HH18220003,HS2207000042,3,1,1,3,4,5,1993,99,4,2,14,1,3,4,4,3,3,5,26,9319.22
678,HH18220008,HS2207000043,3,1,1,3,4,5,1993,105.6,3,2,28,1,3,4,2,3,1,5,26,7524.61
679,HH17220013,HS2231000003,3,1,3,4,2,1,2007,105.6,3,2,7,3,1,4,4,2,1,4,12,12541.56832
680,HH13230002,HS2303000003,1,1,3,2,2,2,2009,105.6,3,2,22,1,3,4,3,3,1,5,10,10946.37904
681,HH11230011,HS2303000012,1,1,3,14,2,1,1993,102.3,3,2,13,1,3,5,3,2,1,1,26,7406.456063
682,HH17230003,HS2303000017,1,1,3,10,2,1,2007,112.2,3,2,12,1,3,4,3,2,3,4,12,13346.31
683,HH17230004,HS2303000018,1,1,2,3,3,1,1990,59.4,2,1,6,1,3,4,2,2,1,5,29,9269.435916
684,HH18230001,HS2303000019,1,1,2,4,5,2,2003,105.6,3,2,15,1,3,5,2,2,3,3,16,9736.597601
685,HH18230008,HS2303000020,1,1,2,3,3,3,1993,49.5,2,1,13,1,3,5,4,3,1,7,26,10399.67083
686,HH18230076,HS2303000021,1,1,3,4,3,4,2016,155.1,4,2,26,3,3,5,5,2,1,7,3,20685.75278
687,HH18230013,HS2303000022,1,1,2,2,3,1,2016,92.4,3,1,13,1,3,4,4,2,1,4,3,15659.92
688,HH18230006,HS2303000023,1,1,3,2,3,1,1984,79.2,3,1,8,1,3,5,3,3,1,6,35,11029.96475
689,HH18230020,HS2303000024,1,1,2,5,4,1,1990,99,3,1,13,1,3,5,4,2,1,7,29,10409.13584
690,HH18230007,HS2303000026,1,1,3,3,2,1,1984,79.2,3,1,8,1,1,5,4,2,1,5,35,11348.25297
691,HH18230077,HS2303000027,1,1,3,6,3,2,2006,105.6,3,1,12,1,3,5,2,3,3,7,13,11715.47143
692,HH17230005,HS2304000004,1,1,3,8,3,1,2003,115.5,3,2,14,3,3,5,4,2,1,7,16,13702.79469
693,HH17230006,HS2304000005,1,1,3,2,3,2,2005,145.2,4,2,16,1,1,4,5,2,1,7,14,4047.932637
694,HH17230007,HS2304000006,1,1,3,8,2,3,1990,112.2,3,2,20,1,3,5,4,2,1,4,29,10570.78205
695,HH18230060,HS2304000045,1,1,1,3,5,3,2000,125.4,4,2,8,1,3,4,2,3,2,5,19,9702.081741
696,HH18230065,HS2304000046,1,1,1,3,5,1,1998,99,3,1,14,1,3,4,2,3,5,7,21,10691.06514
697,HH18230066,HS2304000047,1,1,1,2,4,3,2000,66,3,1,14,1,3,5,2,2,3,4,19,9733.190029
698,HH13230004,HS2305000011,1,1,2,2,3,3,1989,95.7,3,1,10,1,3,5,2,3,1,3,30,14190.97571
699,HH13230010,HS2305000018,1,1,3,6,2,1,1991,102.3,3,2,11,1,3,5,4,2,1,5,28,12705.73403
700,HH13230012,HS2305000020,1,1,3,7,2,3,1992,102.3,3,2,14,1,3,5,3,3,1,6,27,10079.97034
701,HH17230008,HS2305000045,1,1,3,10,3,1,2005,108.9,3,2,16,1,1,4,5,2,1,4,14,5928.942053
702,HH17230009,HS2305000046,1,1,3,10,2,1,2005,108.9,3,2,12,1,3,5,3,2,1,6,14,10445.60914
703,HH17230010,HS2305000047,1,1,3,1,2,3,2005,108.9,3,2,12,1,3,5,5,2,1,6,14,14439.81876
704,HH17230011,HS2305000048,1,1,3,8,3,1,2008,145.2,4,2,23,1,3,5,1,2,1,7,11,11534.96102
705,HH17230012,HS2305000049,1,1,2,1,5,1,1990,59.4,3,1,6,1,3,5,3,2,1,4,29,9269.435916
706,HH17230013,HS2305000050,1,1,2,4,3,4,2001,82.5,3,2,14,1,3,5,3,2,1,4,18,12471.2394
707,HH17230014,HS2305000051,1,1,2,2,3,3,2002,99,3,2,16,1,3,4,2,2,1,5,17,5269.598272
708,HH17230016,HS2305000053,1,1,1,2,4,2,2008,29.7,1,1,8,1,3,5,2,2,1,5,11,6449.026409
709,HH17230019,HS2305000057,1,1,2,4,5,1,2000,102.3,3,2,10,1,3,5,4,2,1,7,19,12176.51156
710,HH18230009,HS2305000059,1,1,3,5,2,2,2002,191.4,4,2,22,1,3,5,4,2,4,6,17,9487.511719
711,HH18230033,HS2305000060,1,1,3,3,2,1,1995,75.9,3,2,14,1,3,5,3,2,1,7,24,9242.228485
712,HH18230012,HS2305000061,1,1,3,3,2,1,1987,75.9,2,1,13,1,3,5,3,2,1,5,32,11027.20399
713,HH18230023,HS2305000063,1,1,3,5,4,1,1988,42.9,2,1,8,1,1,5,3,3,1,1,31,14538.93
714,HH18230010,HS2305000064,1,1,3,9,2,1,1992,105.6,3,2,13,1,3,5,3,2,1,5,27,11094.27444
715,HH18230015,HS2305000065,1,1,3,3,4,1,1983,56.1,2,1,10,3,3,4,4,2,1,5,36,5208.595382
716,HH18230014,HS2305000066,1,1,3,7,2,3,2005,112.2,3,2,13,1,3,5,3,2,1,5,14,10973.35632
717,HH18230018,HS2305000067,1,1,2,1,3,1,1983,66,2,1,10,1,3,5,3,3,1,7,36,14997.77
718,HH18230021,HS2305000068,1,1,3,5,2,1,1987,85.8,3,1,14,1,3,4,3,2,1,7,32,10248.43768
719,HH18230034,HS2305000069,1,1,3,11,2,1,2004,75.9,3,2,13,1,3,5,3,2,1,5,15,10939.01118
720,HH18230042,HS2305000070,1,1,3,7,2,1,1992,105.6,3,2,12,1,3,5,3,3,2,7,27,11573.63064
721,HH18230056,HS2305000071,1,1,3,3,3,2,2017,108.9,3,2,13,1,3,5,3,2,1,6,2,9113.508575
722,HH18230040,HS2305000072,1,1,3,5,2,1,1992,105.6,3,2,15,1,3,4,3,3,1,3,27,11868.40556
723,HH18230043,HS2305000073,1,1,2,1,3,3,1994,82.5,3,1,12,1,3,5,2,3,3,7,25,7271.304192
724,HH18230016,HS2305000074,1,1,2,4,3,5,2015,99,2,1,13,1,3,5,3,2,1,5,4,13617.38873
725,HH18230078,HS2305000075,1,1,3,4,3,2,2006,105.6,3,2,16,1,3,5,2,2,1,5,13,13593.7
726,HH14230006,HS2306000001,1,1,3,14,3,1,1998,112.2,3,2,12,1,3,5,3,3,4,2,21,14609.34315
727,HH12230011,HS2306000007,1,1,3,12,3,1,1994,198,5,2,15,3,3,5,1,3,5,1,25,9440.386094
728,HH12230022,HS2306000018,1,1,3,4,3,1,2010,59.4,2,1,8,3,3,5,2,3,3,5,9,4324.42565
729,HH12230023,HS2306000020,1,1,3,5,3,2,2010,69.3,2,1,16,1,3,5,4,2,3,2,9,11241.46116
730,HH17230021,HS2306000023,1,1,3,6,2,1,2000,82.5,2,1,12,3,3,5,4,2,1,3,19,9970.268873
731,HH17230022,HS2306000024,1,1,3,6,3,1,2000,72.6,2,1,8,3,1,4,3,2,1,5,19,7033.57866
732,HH17230023,HS2306000025,1,1,2,2,4,1,1980,59.4,3,1,10,1,3,5,2,3,2,5,39,9554.095916
733,HH18230051,HS2306000030,1,1,3,7,4,1,1983,89.1,3,1,12,3,3,5,3,2,1,6,36,9725.189723
734,HH18230069,HS2306000031,1,1,3,15,4,2,2010,62.7,2,1,8,3,1,5,1,2,5,1,9,8237.532918
735,HH18230019,HS2306000032,1,1,2,1,6,1,1990,92.4,1,0,4,2,1,5,1,3,5,1,29,6420.491176
736,HH18230022,HS2306000033,1,1,1,1,4,1,1980,138.6,3,1,12,1,3,5,2,3,3,2,39,15777.69491
737,HH18230024,HS2306000034,1,1,3,12,3,1,2010,62.7,2,1,8,3,3,5,2,2,1,3,9,6613.386691
738,HH18230002,HS2306000035,1,1,1,1,3,1,1985,62.7,1,1,12,2,1,3,1,3,5,1,34,8427.09368
739,HH18230029,HS2306000036,1,1,3,9,2,1,2006,128.7,3,2,14,3,3,5,2,3,1,3,13,16677.59677
740,HH18230030,HS2306000037,1,1,3,15,3,1,1989,56.1,1,1,4,3,3,5,3,2,1,3,30,3742.961484
741,HH18230026,HS2306000038,1,1,3,12,3,3,2014,59.4,2,1,6,1,3,5,3,2,3,5,5,9269.435916
742,HH18230037,HS2306000039,1,1,3,9,3,3,2010,56.1,2,1,8,3,3,5,1,3,5,1,9,3971.538064
743,HH18230039,HS2306000040,1,1,3,3,3,3,2010,56.1,2,1,8,3,3,4,2,2,3,1,9,3452.95299
744,HH18230045,HS2306000041,1,1,3,1,4,1,2010,59.4,2,1,8,3,1,5,2,3,2,2,9,7559.253203
745,HH18230047,HS2306000042,1,1,3,2,3,1,2010,66,2,1,8,3,3,5,3,3,5,3,9,4480.17869
746,HH18230027,HS2306000043,1,1,3,4,3,2,2010,46.2,2,1,8,3,3,5,4,2,3,3,9,11264.08844
747,HH18230071,HS2306000044,1,1,3,4,3,1,2010,59.4,2,1,4,3,3,4,3,3,3,2,9,5190.552892
748,HH18230049,HS2306000045,1,1,3,10,3,1,2010,69.3,2,1,8,3,3,4,4,2,3,3,9,6198.178897
749,HH18230062,HS2306000046,1,1,3,12,3,1,1983,89.1,3,1,12,3,3,5,2,2,3,6,36,10684.08972
750,HH18230070,HS2306000047,1,1,1,1,6,1,1982,102.3,3,1,14,1,3,4,1,3,5,2,37,8207.50478
751,HH18230073,HS2306000048,1,1,3,8,3,1,1998,105.6,3,2,14,3,3,5,2,3,5,2,21,9932.708095
752,HH13230001,HS2307000001,1,1,3,21,4,1,1997,145.2,4,2,12,1,3,4,2,3,1,4,22,10250.37978
753,HH17230024,HS2307000002,1,1,3,4,3,1,1992,99,3,2,15,1,1,5,2,2,3,4,27,16323.0345
754,HH17230025,HS2307000003,1,1,3,3,3,1,2009,79.2,3,1,14,1,3,5,4,2,1,5,10,13750.2855
755,HH17230027,HS2307000005,1,1,3,13,2,1,1995,102.3,3,2,10,1,3,4,2,2,1,4,24,9536.418747
756,HH17230028,HS2307000006,1,1,3,4,2,1,1989,75.9,2,1,8,1,3,5,2,2,4,3,30,10037.92315
757,HH17230029,HS2307000007,1,1,3,12,2,1,1993,184.8,4,2,15,1,1,5,3,2,1,7,26,12057.34997
758,HH18230036,HS2307000059,1,1,2,1,5,1,1990,69.3,3,1,10,1,1,5,1,2,2,2,29,13629.45411
759,HH18230038,HS2307000060,1,1,2,4,5,2,2017,79.2,3,1,13,1,3,5,2,2,1,5,2,3698.70896
760,HH18230041,HS2307000061,1,1,3,7,3,2,2007,105.6,3,2,16,1,3,5,3,2,1,5,12,10946.37904
761,HH18230044,HS2307000062,1,1,3,14,2,1,1997,105.6,3,2,13,3,3,5,3,2,1,6,22,9932.708095
762,HH18230054,HS2307000063,1,1,3,8,3,1,2005,105.6,3,1,12,1,3,4,2,3,3,7,14,8440.057792
763,HH18230055,HS2307000064,1,1,3,4,2,1,1983,79.2,2,1,11,1,3,5,5,2,1,5,36,10003.48664
764,HH18230046,HS2307000065,1,1,3,10,3,2,2005,99,3,2,10,1,3,5,3,2,1,7,14,6143.553128
765,HH18230057,HS2307000066,1,1,3,4,4,1,1982,49.5,2,1,8,1,1,4,1,2,1,5,37,7130.48366
766,HH18230058,HS2307000067,1,1,3,19,3,2,1997,108.9,3,2,16,1,3,4,3,3,5,6,22,7119.557692
767,HH18230025,HS2307000068,1,1,3,9,2,2,2013,105.6,3,2,15,1,3,5,3,3,1,5,6,9436.041298
768,HH18230072,HS2307000069,1,1,3,8,3,3,2011,108.9,3,2,15,1,3,4,3,3,3,7,8,12411.65788
769,HH18230028,HS2307000070,1,1,2,0,5,1,2002,82.5,3,1,15,1,3,5,2,2,1,2,17,9999.986713
770,HH18230074,HS2307000071,1,1,3,14,3,1,1997,105.6,3,2,14,3,3,5,2,2,1,6,22,9932.708095
771,HH18230003,HS2307000072,1,1,3,7,3,2,2005,105.6,3,2,14,1,3,5,4,2,1,6,14,10946.37904
772,HH18230064,HS2307000073,1,1,3,11,3,1,2005,105.6,3,2,14,1,3,5,4,2,1,6,14,10946.37904
773,HH18230031,HS2307000074,1,1,3,6,3,3,2005,79.2,3,1,20,1,3,5,3,2,1,5,14,10003.48664
774,HH18230059,HS2307000075,1,1,2,2,5,1,2002,82.5,4,2,26,1,3,4,3,2,3,7,17,24675.81109
775,HH18230063,HS2307000076,1,1,3,7,3,1,2005,105.6,3,2,14,1,3,5,2,3,3,6,14,16624.01913
776,HH18230048,HS2307000077,1,1,3,8,3,3,2005,105.6,3,2,14,1,3,5,3,3,1,6,14,10483.73103
777,HH18230075,HS2307000078,1,1,3,14,2,1,2005,105.6,3,1,16,1,3,4,4,3,1,7,14,6221.726215
778,HH18230052,HS2307000079,1,1,2,4,4,3,2017,92.4,3,2,20,1,3,5,2,2,1,6,2,3767.2562
779,HH18230061,HS2307000080,1,1,2,0,5,2,2000,89.1,3,1,16,1,3,5,3,2,1,6,19,12945.03209
780,HH18230050,HS2307000081,1,1,3,17,4,1,1992,105.6,3,2,16,1,3,5,2,2,1,5,27,9692.920858
781,HH18230032,HS2307000082,1,1,3,16,2,3,1992,105.6,3,2,10,1,3,5,2,2,1,6,27,7710.851797
782,HH11230027,HS2308000005,1,1,3,6,3,3,1988,75.9,2,1,6,1,1,4,3,2,1,6,31,3584.753151
783,HH11230030,HS2308000008,1,1,3,26,3,3,2015,92.4,3,2,10,1,3,4,3,3,1,1,4,9593.66
784,HH14230011,HS2308000018,1,1,3,17,3,1,2010,112.2,3,2,16,1,3,4,5,2,1,5,9,4098.072131
785,HH13230041,HS2308000019,1,1,3,10,3,2,2011,132,4,2,14,3,3,4,4,2,1,7,8,17650.91548
786,HH17230031,HS2308000020,1,1,1,1,6,1,1998,105.6,3,1,10,1,3,4,4,2,1,4,21,14437.58121
787,HH17230035,HS2308000024,1,1,2,3,3,4,2016,112.2,3,2,17,1,1,4,4,2,4,7,3,3718.107707
788,HH11230034,HS2308000026,1,1,3,3,2,3,2010,201.3,4,2,24,3,3,4,1,3,5,1,9,9176.574868
789,HH17230038,HS2308000028,1,1,1,1,6,1,2000,82.5,3,1,10,2,3,3,1,3,3,4,19,8503.34
790,HH18230053,HS2308000053,1,1,3,19,6,3,2000,184.8,5,2,23,1,3,4,6,2,1,7,19,12653.89
791,HH18230068,HS2308000054,1,1,1,1,6,1,1992,75.9,3,1,16,4,3,3,4,3,1,5,27,5802.42
792,HH18230035,HS2308000055,1,1,2,0,3,3,2010,105.6,3,2,20,1,3,4,4,2,1,6,9,10946.37904
793,HH11230001,HS2331000001,1,1,1,1,6,1,1992,102.3,4,2,14,4,3,5,5,2,1,3,27,11772.54
794,HH11230003,HS2331000003,1,1,1,1,4,5,1982,118.8,4,2,9,4,1,3,3,2,1,3,37,13848.63609
795,HH12230001,HS2331000004,1,1,1,1,6,1,1970,125.4,4,1,5,2,1,3,4,3,4,3,49,11383.4
796,HH11230005,HS2331000006,1,1,1,1,6,1,1982,85.8,3,1,14,4,1,5,2,3,4,5,37,12420.12
797,HH18230004,HS2331000026,1,1,1,1,6,2,1948,112.2,3,1,14,2,3,3,1,3,5,1,71,7153.12
798,HH18230011,HS2331000027,1,1,1,1,6,3,1970,49.5,1,1,2,2,1,3,1,3,4,1,49,8449.2
799,HH18230067,HS2331000028,1,1,2,1,3,3,2000,92.4,3,1,20,1,3,5,5,2,1,6,19,17736.55864
800,HH18240004,HS2401000018,3,1,1,1,6,1,1988,184.8,3,2,10,4,1,5,2,2,1,5,31,10640.86
801,HH18240012,HS2401000019,3,1,1,1,4,1,1988,214.5,5,1,22,1,2,5,2,3,1,6,31,22831.04882
802,HH11240020,HS2402000001,3,1,3,11,4,3,1994,102.3,3,2,8,1,3,4,4,2,1,3,25,7523.07
803,HH11240022,HS2402000003,3,1,3,5,4,3,1994,102.3,3,2,8,1,1,4,4,2,1,4,25,16721.7567
804,HH11240023,HS2402000004,3,1,3,6,4,3,1994,102.3,3,2,8,1,3,4,4,2,1,4,25,6878.44
805,HH12240032,HS2402000006,3,1,3,1,5,3,1994,102.3,3,2,13,1,3,4,5,2,1,5,25,6022.246042
806,HH12240033,HS2402000007,3,1,3,6,4,3,1994,102.3,3,2,12,1,3,4,2,3,1,3,25,14744.01
807,HH12240034,HS2402000009,3,1,3,11,3,2,1989,102.3,4,1,11,1,1,4,1,3,5,1,30,4985.08337
808,HH11240026,HS2402000010,3,1,3,4,2,2,1989,102.3,4,1,11,1,3,4,2,3,5,2,30,7030.154879
809,HH11240028,HS2402000013,3,1,3,11,4,1,1997,105.6,3,2,8,1,1,4,4,2,5,3,22,12082.54082
810,HH11240029,HS2402000014,3,1,3,14,4,1,1997,105.6,3,2,8,1,1,4,2,2,1,4,22,3600.26
811,HH11240031,HS2402000016,3,1,3,19,4,1,1997,105.6,3,2,8,1,3,4,4,2,5,4,22,7292.118793
812,HH15240021,HS2402000017,3,1,3,15,4,5,1997,105.6,3,1,8,1,3,4,4,2,1,6,22,5741.509435
813,HH14240006,HS2402000018,3,1,3,3,4,1,1983,105.6,3,2,16,1,1,4,3,2,1,4,36,19677.47
814,HH15240024,HS2402000022,3,1,1,3,4,1,2012,79.2,2,1,8,1,3,4,2,2,1,3,7,9483.78
815,HH16240011,HS2402000023,3,1,3,15,5,2,2005,59.4,2,1,4,1,3,4,2,2,1,4,14,5456.64
816,HH12240036,HS2402000024,3,1,3,10,4,1,2000,79.2,3,1,7,1,3,4,3,2,1,5,19,15008.85209
817,HH11240035,HS2402000027,3,1,3,6,4,1,2000,79.2,3,1,7,1,3,4,4,2,1,4,19,13932.86
818,HH12240037,HS2402000028,3,1,3,7,4,4,2000,79.2,3,1,7,1,1,4,2,3,2,3,19,14702.14
819,HH17240001,HS2402000030,3,1,1,3,3,3,1997,49.5,2,1,6,1,3,4,3,2,1,4,22,7902.25
820,HH17240002,HS2402000031,3,1,3,10,6,1,2001,75.9,3,1,11,1,1,4,3,2,1,4,18,8883.278618
821,HH17240003,HS2402000032,3,1,3,16,3,1,2001,75.9,3,1,11,1,1,4,2,2,3,4,18,11040.36117
822,HH17240007,HS2402000036,3,1,2,3,2,2,2014,132,3,2,8,1,3,4,3,2,3,1,5,13420.19
823,HH17240008,HS2402000037,3,1,2,4,5,1,2014,59.4,1,1,9,1,1,4,1,2,3,3,5,4646.680141
824,HH17240009,HS2402000038,3,1,1,1,4,3,1938,151.8,3,1,12,1,1,4,2,3,3,3,81,9719.567347
825,HH17240010,HS2402000039,3,1,2,2,5,3,1981,82.5,3,1,12,4,3,3,4,2,3,6,38,7574.02
826,HH14240002,HS2402000040,3,1,3,5,6,1,2008,82.5,3,1,8,1,3,4,4,2,3,6,11,22727.03
827,HH17240011,HS2402000041,3,1,3,10,2,1,2002,99,3,2,7,1,3,4,3,2,1,5,17,13749.8
828,HH17240012,HS2402000042,3,1,3,2,3,1,1981,82.5,3,1,8,1,1,4,2,2,1,4,38,9838.089916
829,HH17240013,HS2402000043,3,1,2,12,6,4,2005,59.4,2,1,4,1,3,4,2,2,1,4,14,5421.5
830,HH11240027,HS2402000044,3,1,3,23,4,1,2010,75.9,3,2,7,1,3,4,2,2,2,5,9,8067.443516
831,HH17240014,HS2402000045,3,1,3,3,4,1,1984,75.9,3,1,4,1,3,4,3,2,1,3,35,4884.260212
832,HH18240019,HS2402000046,3,1,3,9,2,1,1992,105.6,3,2,22,1,3,4,2,2,3,7,27,9289.419931
833,HH18240006,HS2402000047,3,1,3,3,6,1,2006,62.7,2,1,4,1,1,4,2,3,5,1,13,2947.321026
834,HH18240007,HS2402000048,3,1,3,9,3,1,2016,82.5,3,2,16,1,3,4,2,3,5,4,3,11002.98572
835,HH18240008,HS2402000049,3,1,2,2,2,1,2014,49.5,1,1,4,1,3,4,1,2,1,2,5,2904.26
836,HH18240051,HS2402000050,3,1,1,2,5,1,1998,79.2,2,1,6,1,3,4,2,2,1,2,21,9075.555317
837,HH16240007,HS2403000030,3,1,3,4,4,3,1995,66,2,1,16,1,3,4,4,2,1,7,24,5734.588005
838,HH17240015,HS2403000031,3,1,1,1,4,1,1977,82.5,3,1,12,2,1,3,1,3,5,1,42,8752.74
839,HH17240016,HS2403000032,3,1,1,2,5,1,1998,56.1,2,1,4,2,3,3,1,2,1,2,21,8348.54
840,HH17240017,HS2403000034,3,1,3,1,4,1,1987,102.3,3,2,12,1,3,4,6,2,1,5,32,19584.43
841,HH17240019,HS2403000036,3,1,1,1,6,3,1968,66,2,1,8,2,1,3,1,3,5,1,51,10692.58
842,HH17240020,HS2403000037,3,1,1,1,3,3,1970,49.5,3,1,2,2,1,3,2,3,5,1,49,10711.42
843,HH17240021,HS2403000038,3,1,1,1,6,1,2006,82.5,3,1,4,2,3,3,3,2,4,2,13,6990.14
844,HH17240022,HS2403000039,3,1,1,1,6,3,1968,33,2,1,6,2,1,3,1,3,5,1,51,6548.96
845,HH17240023,HS2403000040,3,1,3,5,2,5,1985,89.1,3,1,4,1,3,4,2,3,5,3,34,10913.26503
846,HH17240024,HS2403000042,3,1,3,4,2,3,1990,66,2,1,6,1,3,4,2,3,5,2,29,4165.345564
847,HH17240027,HS2403000045,3,1,3,9,2,3,1997,79.2,3,1,4,1,1,4,2,3,5,4,22,9291.40664
848,HH17240029,HS2403000047,3,1,3,14,2,2,1991,92.4,3,1,12,1,3,4,3,3,3,5,28,7731.17
849,HH18240001,HS2403000048,3,1,1,1,4,3,1974,49.5,2,1,6,1,3,4,3,2,3,5,45,7855.57
850,HH18240010,HS2403000049,3,1,1,2,5,4,1991,66,1,1,5,1,3,4,1,3,5,1,28,7371.53195
851,HH18240031,HS2403000050,3,1,1,1,4,3,1977,56.1,2,1,6,1,3,4,3,2,1,5,42,8131.89
852,HH18240021,HS2403000051,3,1,3,12,4,1,1998,112.2,3,2,9,1,3,4,3,2,1,5,21,10570.78205
853,HH18240055,HS2403000052,3,1,3,4,4,1,1998,66,2,1,12,1,3,4,2,3,5,1,21,10524.75071
854,HH18240056,HS2403000053,3,1,3,5,4,1,1998,66,2,1,10,1,3,4,3,2,1,3,21,10105.29965
855,HH17240030,HS2404000024,3,1,3,11,4,1,1998,69.3,2,1,6,1,1,4,2,2,2,5,21,11018.32
856,HH17240031,HS2404000025,3,1,1,1,6,5,1982,99,3,1,12,1,2,4,1,3,5,1,37,5679.234195
