,id_hh,id_hs,cat_loc_div,cat_sz_cty,cat_hus_typ,num_flr,num_out_wls,cat_hus_dir_fce,num_hus_blt_yr,num_hus_ar,num_bed,num_bat,num_out_wds,cat_fuel_heat,cat_cool,cat_fuel_cook,num_hus_mems,cat_mhh_age,cat_mhh_occu,cat_hh_ann_incm,num_hus_age,num_tot_energy_heat
0,HH13110253,HS1101000001,1,1,3,9,2,1,1995,125.4,4,2,14,1,3,5,5,2,1,6,24,15554.885
1,HH14110055,HS1101000004,1,1,2,1,5,3,1989,158.4,3,1,15,1,3,5,4,2,1,3,30,14201.24
2,HH13110254,HS1101000005,1,1,1,2,6,2,1979,264,5,3,20,1,3,5,5,2,1,6,40,9864.481145
3,HH14110057,HS1101000007,1,1,1,1,5,2,1989,62.7,3,1,10,1,3,5,1,2,5,3,30,13970.90864
4,HH17110001,HS1101000009,1,1,1,1,4,2,2012,132,3,2,11,1,3,5,3,2,5,5,7,5932.0975
5,HH18110236,HS1101000011,1,1,2,3,4,2,2005,99,3,2,14,1,3,5,3,2,1,4,14,22726.58831
6,HH18110122,HS1101000012,1,1,1,1,5,2,1989,112.2,3,2,16,1,3,5,4,2,1,7,30,14151.41
7,HH18110119,HS1101000013,1,1,1,1,4,1,1985,99,3,2,14,1,3,5,2,3,5,3,34,13754.99456
8,HH13110255,HS1102000001,1,1,2,2,5,2,1990,99,2,1,10,1,3,5,4,2,1,7,29,7360.5185
9,HH11110023,HS1102000003,1,1,1,1,6,1,1971,122.1,4,2,8,1,3,5,5,2,3,2,48,15254.70714
10,HH13110257,HS1102000004,1,1,1,1,5,2,1978,102.3,2,1,14,1,3,5,2,3,5,1,41,15925.4987
11,HH18110114,HS1102000006,1,1,3,19,3,3,2008,112.2,3,2,20,1,2,5,4,3,3,7,11,13590.8312
12,HH13110233,HS1103000001,1,1,3,1,4,4,1991,112.2,3,2,14,1,3,5,6,2,4,6,28,16894.46
13,HH11110021,HS1103000005,1,1,1,1,5,1,1975,125.4,4,2,13,1,3,5,4,2,1,5,44,22120.58
14,HH11110022,HS1103000007,1,1,1,1,5,3,1983,85.8,3,1,13,1,3,5,2,3,3,1,36,20787.86
15,HH13110234,HS1103000008,1,1,3,17,3,2,1999,82.5,3,1,12,3,3,5,4,2,1,4,20,9292.228533
16,HH17110004,HS1103000012,1,1,2,3,4,1,1999,66,2,1,13,1,3,5,2,2,1,7,20,5794.262874
17,HH18110063,HS1103000019,1,1,2,3,3,3,1992,99,3,1,10,1,3,5,4,3,3,7,27,22152.58
18,HH18110005,HS1103000020,1,1,1,1,5,4,1993,99,3,2,10,1,3,5,4,2,1,6,26,19748.78
19,HH18110008,HS1103000021,1,1,1,1,4,1,1995,82.5,3,1,24,1,3,4,2,2,3,4,24,9709.48
20,HH18110015,HS1103000022,1,1,1,1,4,1,1990,89.1,3,1,10,1,1,5,2,3,3,2,29,19938.34
21,HH18110208,HS1103000023,1,1,2,2,3,4,2012,59.4,3,1,9,1,3,5,2,2,1,4,7,9780.12
22,HH18110040,HS1104000019,1,1,1,2,5,3,1990,69.3,3,1,18,1,3,5,4,2,1,5,29,14033.759
23,HH18110045,HS1104000020,1,1,1,1,5,3,2000,99,3,2,18,1,3,5,4,2,1,6,19,12470.018
24,HH18110200,HS1104000021,1,1,2,4,5,2,2002,82.5,3,2,17,1,3,4,4,2,1,6,17,10683.47756
25,HH18110052,HS1104000022,1,1,1,2,4,1,2004,66,2,1,20,1,3,5,5,2,1,5,15,12462.7293
26,HH18110036,HS1104000023,1,1,2,0,4,3,2000,66,2,1,2,1,1,4,4,2,1,5,19,9648.845357
27,HH18110056,HS1104000024,1,1,1,2,4,1,1996,49.5,3,1,12,1,3,5,3,2,1,4,23,10242.7415
28,HH18110081,HS1104000025,1,1,1,2,4,5,1999,66,2,1,13,1,3,5,3,2,2,4,20,3671.425563
29,HH18110202,HS1104000026,1,1,3,4,2,4,2001,79.2,2,1,10,1,3,4,2,2,1,5,18,11548.54869
30,HH18110124,HS1104000027,1,1,1,1,5,1,1995,105.6,3,2,12,1,3,5,3,2,1,7,24,12150.0832
31,HH18110201,HS1104000028,1,1,2,3,4,2,1991,42.9,2,1,8,1,1,4,3,2,1,6,28,5773.819902
32,HH18110018,HS1104000029,1,1,3,1,3,5,2015,82.5,3,2,12,1,3,5,5,2,3,5,4,16055.86
33,HH18110118,HS1105000021,1,1,2,0,4,2,1995,82.5,3,2,10,1,3,5,4,2,1,7,24,12843.97
34,HH18110120,HS1105000022,1,1,1,2,5,1,2000,132,4,1,7,1,3,4,4,2,3,6,19,16174.85
35,HH18110121,HS1105000023,1,1,2,5,4,3,1988,132,3,2,20,1,3,5,4,2,1,7,31,12011.02029
36,HH18110126,HS1105000024,1,1,2,0,5,5,1997,69.3,2,1,13,1,3,5,4,2,1,5,22,11071.28
37,HH18110128,HS1105000025,1,1,2,4,3,4,2005,66,2,1,13,1,3,4,4,2,4,7,14,15115.2855
38,HH18110130,HS1105000026,1,1,2,2,3,1,1986,122.1,3,2,16,1,3,5,4,2,3,6,33,14235.60714
39,HH18110003,HS1105000027,1,1,1,1,6,1,1973,92.4,4,1,16,1,3,5,2,3,1,5,46,4963.993928
40,HH18110006,HS1105000028,1,1,1,2,5,2,1990,46.2,2,1,12,1,3,5,4,2,1,4,29,12437.65
41,HH18110009,HS1105000029,1,1,1,2,5,3,1995,59.4,3,1,18,1,3,4,6,2,4,4,24,13085.5977
42,HH18110012,HS1105000030,1,1,1,1,4,3,1978,52.8,2,1,13,1,3,5,4,2,3,6,41,7051.034
43,HH18110023,HS1105000031,1,1,1,0,4,1,1985,132,2,1,8,1,1,4,2,3,5,3,34,9964.78
44,HH18110026,HS1105000032,1,1,2,3,4,1,1997,92.4,4,2,18,1,3,5,4,2,3,6,22,42951.25
45,HH18110030,HS1105000033,1,1,2,4,3,4,2015,105.6,3,1,7,1,3,5,3,2,1,4,4,8822.67322
46,HH18110034,HS1105000034,1,1,3,6,5,4,2016,75.9,3,2,16,1,3,4,3,2,1,5,3,10240.0281
47,HH18110039,HS1105000035,1,1,2,3,5,3,1980,99,3,1,12,1,3,5,4,2,3,5,39,16116.0173
48,HH18110116,HS1105000036,1,1,2,3,4,5,2006,108.9,3,2,6,1,3,5,4,2,1,5,13,14180.07
49,HH13110105,HS1106000001,1,1,3,14,3,1,2010,95.7,3,2,16,1,3,5,5,2,1,5,9,12631.00608
50,HH13110107,HS1106000003,1,1,3,25,4,1,2000,49.5,2,1,8,1,3,5,4,2,1,7,19,13293.49194
51,HH13110108,HS1106000004,1,1,3,3,3,1,1999,108.9,3,2,10,1,3,5,4,2,1,4,20,3149.114896
52,HH13110110,HS1106000006,1,1,3,10,2,5,2008,82.5,3,1,10,1,3,5,4,2,1,6,11,8938.39
53,HH13110118,HS1106000015,1,1,3,14,3,1,2000,108.9,3,2,12,1,3,5,4,2,1,5,19,12427.42791
54,HH17110013,HS1106000021,1,1,3,6,2,1,2010,105.6,3,2,16,1,3,5,4,2,1,3,9,10696.08
55,HH17110014,HS1106000022,1,1,2,4,3,1,2003,99,3,2,6,1,3,5,2,3,3,5,16,11359.8299
56,HH17110015,HS1106000023,1,1,3,1,3,5,2003,108.9,3,2,15,1,3,5,6,2,3,5,16,4969.849621
57,HH17110018,HS1106000026,1,1,2,3,4,3,1985,62.7,3,1,16,1,3,5,4,2,1,4,34,16039.29952
58,HH17110020,HS1106000028,1,1,3,11,3,1,2000,138.6,4,2,18,1,3,5,4,2,1,7,19,19884.92068
59,HH17110023,HS1106000031,1,1,3,12,3,1,2009,112.2,3,2,15,1,3,5,3,2,1,5,10,10051.74132
60,HH17110025,HS1106000033,1,1,3,10,2,1,1998,138.6,4,2,13,1,3,5,1,3,5,2,21,11214.77791
61,HH18110168,HS1106000036,1,1,3,6,3,1,2003,108.9,3,2,15,1,3,5,4,2,3,7,16,10713.42
62,HH18110172,HS1106000037,1,1,1,1,4,1,2001,39.6,1,1,10,1,2,4,2,2,1,3,18,9220.808194
63,HH18110174,HS1106000038,1,1,3,7,3,1,2010,66,2,1,7,1,3,5,1,3,1,2,9,12831.42
64,HH18110175,HS1106000039,1,1,3,8,2,1,2005,75.9,3,2,14,1,3,5,2,3,5,1,14,8462.408919
65,HH18110176,HS1106000040,1,1,3,7,3,2,2007,145.2,4,2,14,1,3,5,2,3,1,7,12,23158.35276
66,HH18110055,HS1106000041,1,1,3,16,2,2,1996,115.5,3,2,14,1,3,4,4,3,4,7,23,11470.39
67,HH18110060,HS1106000042,1,1,3,13,2,4,2005,132,4,2,15,1,3,5,4,2,3,6,14,12878.74654
68,HH18110062,HS1106000043,1,1,3,5,3,1,2003,102.3,3,2,9,1,3,4,2,3,5,1,16,11315.18485
69,HH18110067,HS1106000044,1,1,3,8,3,1,2003,135.3,4,2,13,1,3,4,5,2,1,7,16,14096.51
70,HH18110068,HS1106000045,1,1,3,15,3,2,2002,112.2,3,2,20,1,3,5,4,2,3,6,17,23996.21
71,HH18110070,HS1106000046,1,1,2,4,4,3,2016,79.2,3,1,15,1,3,4,1,3,2,4,3,4364.4778
72,HH18110074,HS1106000047,1,1,2,2,3,2,1990,89.1,3,1,15,1,3,5,2,3,4,3,29,14556.3445
73,HH13110261,HS1107000002,1,1,2,2,4,5,2008,72.6,3,1,16,1,3,4,5,2,1,7,11,15520.48064
74,HH12110028,HS1107000005,1,1,2,2,5,5,2009,56.1,2,1,7,1,3,5,3,2,4,3,10,8500.279674
75,HH13110264,HS1107000008,1,1,3,15,3,1,2010,108.9,3,2,14,1,3,5,3,2,1,7,9,16877.24963
76,HH17110028,HS1107000010,1,1,2,3,5,1,1989,95.7,3,1,8,1,3,5,3,3,4,3,30,12858.90608
77,HH17110030,HS1107000012,1,1,1,2,4,1,1980,82.5,3,1,6,1,3,5,1,2,4,1,39,14735.73372
78,HH17110031,HS1107000013,1,1,1,1,5,4,1999,49.5,2,1,12,1,1,5,1,2,1,2,20,8575.928738
79,HH18110237,HS1107000015,1,1,3,8,3,2,2008,112.2,3,2,18,1,3,5,3,2,4,6,11,7913.6669
80,HH18110076,HS1107000016,1,1,2,3,4,2,2008,66,3,2,4,1,3,5,4,2,3,4,11,24286.20742
81,HH18110238,HS1107000017,1,1,3,1,4,1,1995,105.6,3,2,12,1,3,5,5,2,3,6,24,7557.151539
82,HH18110082,HS1107000018,1,1,2,2,4,2,2010,49.5,2,1,3,1,3,5,5,2,1,4,9,15566.74182
83,HH13110179,HS1108000007,1,1,1,2,5,1,2000,52.8,2,1,6,1,3,4,4,3,1,2,19,15132.73
84,HH13110180,HS1108000008,1,1,1,2,4,1,2005,69.3,2,1,14,1,1,5,4,3,3,5,14,18318.03
85,HH12110015,HS1108000010,1,1,1,1,4,4,1970,75.9,3,1,16,1,1,5,4,3,1,4,49,15605.6413
86,HH14110034,HS1108000013,1,1,3,7,5,1,1989,59.4,2,1,8,1,1,4,1,3,2,1,30,2339.360739
87,HH13110194,HS1108000027,1,1,3,5,2,1,2000,99,3,1,6,1,3,4,4,2,1,5,19,11222.89
88,HH14110038,HS1108000034,1,1,1,1,6,3,1970,52.8,2,1,4,2,3,3,2,3,2,1,49,18174.62
89,HH13110199,HS1108000040,1,1,3,4,3,3,2009,108.9,3,2,8,1,3,4,4,2,3,7,10,10783.77
90,HH13110200,HS1108000041,1,1,3,11,2,2,2003,102.3,3,2,20,1,3,4,4,2,1,5,16,3185.12
91,HH17110033,HS1108000043,1,1,1,4,5,1,2002,99,3,1,27,1,3,5,2,2,1,6,17,22412.30811
92,HH13110190,HS1108000044,1,1,3,3,3,3,2003,141.9,4,2,15,1,3,5,4,2,1,5,16,12392.24
93,HH18110041,HS1108000047,1,1,1,2,5,1,1998,85.8,3,1,16,1,3,5,3,2,1,4,21,21419.69
94,HH18110203,HS1108000048,1,1,1,1,4,2,1998,79.2,3,1,15,1,3,5,3,2,3,5,21,3658.465731
95,HH18110046,HS1108000049,1,1,2,2,3,1,1987,79.2,2,1,16,1,3,4,4,2,1,6,32,16971.88
96,HH18110050,HS1108000050,1,1,1,3,5,1,1992,99,3,1,15,1,3,5,3,2,1,4,27,26463.74
97,HH18110053,HS1108000051,1,1,1,1,6,1,1989,66,3,1,16,1,3,4,4,2,1,5,30,13726.89
98,HH18110049,HS1108000052,1,1,3,7,2,3,1999,79.2,3,1,8,1,3,5,4,2,1,6,20,13136.96869
99,HH18110205,HS1108000053,1,1,3,1,4,1,1994,105.6,3,2,15,1,3,5,3,2,1,4,25,13358.17
100,HH18110206,HS1108000054,1,1,2,4,5,1,2003,115.5,3,2,12,1,3,4,3,3,2,7,16,15915.68949
101,HH18110207,HS1108000055,1,1,1,1,5,1,2000,79.2,3,1,15,1,3,5,2,2,3,4,19,3594.33136
102,HH18110209,HS1108000056,1,1,1,1,6,5,2001,79.2,3,1,16,1,3,5,3,2,1,4,18,14870.15
103,HH18110210,HS1108000057,1,1,1,1,5,5,1992,66,2,1,15,1,3,5,3,2,1,4,27,14409.1
104,HH18110211,HS1108000058,1,1,1,2,4,1,1992,92.4,3,1,17,1,3,4,3,2,3,6,27,19106.12
105,HH18110087,HS1108000059,1,1,1,1,4,1,2001,82.5,2,1,15,1,3,5,2,3,3,3,18,13314.68
106,HH18110094,HS1108000060,1,1,2,2,3,1,1995,79.2,3,1,17,1,3,4,4,2,1,5,24,19014.29
107,HH18110096,HS1108000061,1,1,1,2,5,5,2001,108.9,3,1,15,1,3,5,4,2,3,7,18,25437.94
108,HH18110204,HS1108000062,1,1,3,6,3,3,1991,92.4,3,1,11,1,3,5,3,3,3,6,28,11955.01
109,HH18110090,HS1108000063,1,1,1,1,4,1,1993,82.5,2,1,16,1,3,5,4,2,1,4,26,14658.82
110,HH18110085,HS1108000064,1,1,1,2,4,4,2002,79.2,3,1,15,1,3,5,3,2,1,6,17,15711.35
111,HH18110083,HS1109000011,1,1,2,2,4,5,1992,92.4,3,1,18,1,3,5,4,2,1,5,27,13209.78608
112,HH18110088,HS1109000012,1,1,2,2,3,2,1999,56.1,3,1,16,1,3,5,4,2,3,6,20,16260.27
113,HH18110079,HS1109000013,1,1,3,5,2,3,2008,99,3,2,10,1,3,5,4,2,3,5,11,18541.4
114,HH18110091,HS1109000014,1,1,2,2,3,5,1985,42.9,2,1,15,1,1,5,2,3,1,3,34,4304.8
115,HH14110023,HS1110000006,1,1,3,13,2,1,1990,59.4,2,1,10,1,1,5,4,3,1,6,29,7703.82
116,HH14110024,HS1110000007,1,1,3,15,3,2,1990,59.4,2,1,4,1,3,5,3,3,1,3,29,13441.1
117,HH17110040,HS1110000012,1,1,3,14,3,2,1988,82.5,2,1,14,3,3,5,2,2,1,6,31,10628.75211
118,HH18110066,HS1110000013,1,1,3,7,2,1,2000,82.5,3,1,8,1,3,5,4,2,1,2,19,10683.47756
119,HH18110164,HS1110000014,1,1,3,7,2,2,1990,59.4,1,1,10,1,3,5,4,2,3,4,29,8825.505137
120,HH18110166,HS1110000015,1,1,3,16,3,4,2004,112.2,3,2,14,1,3,4,4,2,1,5,15,11580.4412
121,HH18110029,HS1110000016,1,1,2,4,4,5,2002,171.6,3,1,9,1,3,5,4,2,1,4,17,11771.6
122,HH18110092,HS1110000017,1,1,3,21,3,3,2003,108.9,3,2,7,1,3,5,4,2,4,6,16,9563.04
123,HH18110093,HS1110000018,1,1,3,13,2,1,1990,69.3,2,1,6,1,3,4,4,2,3,3,29,8510.54
124,HH18110095,HS1110000019,1,1,3,13,2,1,1991,49.5,1,1,4,3,1,4,3,2,3,4,28,11136.16518
125,HH18110073,HS1110000035,1,1,3,12,3,3,1998,36.3,1,1,18,3,1,5,1,3,4,2,21,3303.365775
126,HH13110084,HS1111000002,1,1,1,3,3,1,2000,82.5,3,1,16,1,3,4,4,2,1,6,19,9264.62
127,HH13110090,HS1111000008,1,1,3,2,3,4,1998,69.3,2,1,8,3,3,4,5,2,1,6,21,12420.1292
128,HH17110046,HS1111000044,1,1,1,1,6,2,1980,26.4,1,0,8,4,1,3,1,3,5,1,39,12413.24
129,HH17110048,HS1111000046,1,1,1,1,6,4,1970,72.6,2,1,7,4,1,3,3,3,4,3,49,32897.58
130,HH17110050,HS1111000048,1,1,1,1,6,4,1958,33,1,0,6,4,1,5,1,3,5,2,61,19246.8
131,HH17110051,HS1111000049,1,1,2,1,3,5,1990,99,2,1,8,1,3,5,5,2,1,1,29,7672.82
132,HH17110053,HS1111000052,1,1,1,1,6,3,2000,66,3,1,6,4,3,3,1,3,3,3,19,24198.68
133,HH17110054,HS1111000053,1,1,1,1,6,2,1970,33,1,0,4,4,1,3,1,3,5,1,49,22967.16
134,HH17110056,HS1111000055,1,1,1,1,6,4,1970,49.5,2,1,5,4,3,5,2,2,2,2,49,21745.1
135,HH17110057,HS1111000056,1,1,1,1,6,2,1965,39.6,2,1,10,4,1,3,1,3,5,2,54,22301.52
136,HH18110151,HS1111000057,1,1,3,15,3,5,1992,82.5,3,1,12,1,3,5,4,2,1,6,27,3593.23
137,HH18110153,HS1111000058,1,1,3,11,3,1,1998,79.2,2,1,14,3,3,5,4,2,1,7,21,10691.73211
138,HH18110154,HS1111000059,1,1,3,5,2,1,1992,79.2,2,1,13,1,3,5,4,2,1,4,27,12582.26869
139,HH18110155,HS1111000060,1,1,3,9,3,1,1992,59.4,2,1,6,1,3,5,4,2,1,4,27,14184.32939
140,HH18110159,HS1111000061,1,1,3,12,3,3,1992,59.4,2,1,12,1,3,5,4,2,1,4,27,9232.54768
141,HH18110021,HS1111000062,1,1,3,1,3,2,1992,82.5,3,1,8,1,3,5,4,2,3,6,27,16964.23364
142,HH18110025,HS1111000063,1,1,2,3,2,1,1990,66,2,1,6,1,3,5,5,2,1,4,29,10848.54536
143,HH18110028,HS1111000064,1,1,2,1,3,5,2000,59.4,3,1,5,1,3,5,4,2,1,4,19,10851.93664
144,HH18110032,HS1111000065,1,1,2,3,3,1,1987,52.8,2,1,8,1,1,5,3,2,4,5,32,9876.22
145,HH18110038,HS1111000066,1,1,1,1,6,3,1970,49.5,3,1,3,4,1,3,4,2,1,2,49,28843.54
146,HH18110042,HS1111000067,1,1,1,1,6,2,1970,33,1,0,2,4,1,5,1,3,5,1,49,16384.72
147,HH18110048,HS1111000068,1,1,1,1,6,5,1970,29.7,1,0,3,4,1,5,1,3,5,1,49,25812.9
148,HH18110051,HS1111000069,1,1,2,2,2,3,1987,66,2,1,13,1,3,5,2,2,1,5,32,7273.11
149,HH18110054,HS1111000070,1,1,2,3,2,2,1990,66,2,1,5,1,3,5,4,2,4,3,29,10279.5
150,HH18110059,HS1111000071,1,1,1,1,3,5,2000,42.9,2,1,4,1,1,4,2,2,1,2,19,4827.31
151,HH18110163,HS1111000072,1,1,3,3,3,3,1998,82.5,2,1,14,3,3,5,4,2,1,6,21,9140.95211
152,HH18110098,HS1111000073,1,1,3,7,2,2,1992,79.2,2,1,4,1,3,5,4,2,1,5,27,13151.7
153,HH18110099,HS1111000074,1,1,2,4,5,1,1992,59.4,2,1,10,1,3,4,3,2,3,5,27,10935.43
154,HH18110101,HS1111000075,1,1,3,7,2,2,1992,79.2,2,1,9,1,3,5,4,2,1,5,27,8974.632677
155,HH18110016,HS1111000076,1,1,3,14,3,1,1992,49.5,2,1,12,1,3,4,4,2,1,4,27,7393.400696
156,HH18110158,HS1111000077,1,1,3,5,2,2,1992,82.5,2,1,8,1,3,5,4,2,3,3,27,3634.39
157,HH18110103,HS1111000078,1,1,2,1,3,1,1990,59.4,2,1,11,1,3,4,4,2,4,7,29,11338.69664
158,HH18110105,HS1111000079,1,1,2,2,2,5,1990,99,2,1,8,1,3,5,4,2,4,7,29,15462.35
159,HH18110107,HS1111000080,1,1,2,1,3,4,1990,59.4,3,2,8,1,3,5,5,2,1,4,29,11467.26
160,HH18110109,HS1111000081,1,1,3,8,2,3,2002,82.5,3,1,10,1,3,5,3,2,4,4,17,13531.39097
161,HH18110112,HS1111000082,1,1,3,3,2,2,2000,42.9,2,1,8,3,2,5,3,2,1,6,19,4933.925775
162,HH18110235,HS1111000083,1,1,3,1,4,1,1998,108.9,3,2,15,3,3,4,5,2,3,6,21,13035.39259
163,HH18110117,HS1111000084,1,1,2,4,3,1,2015,66,3,1,6,1,3,5,4,2,1,4,4,8273.591493
164,HH13110239,HS1112000007,1,1,3,10,3,1,2012,132,3,1,16,1,3,5,4,2,1,5,7,14779.2
165,HH14110047,HS1112000008,1,1,1,2,5,5,1998,118.8,3,1,18,1,3,5,4,2,1,3,21,13929.94856
166,HH13110240,HS1112000009,1,1,2,5,4,4,2011,99,3,1,8,1,3,5,4,2,1,5,8,7737
167,HH13110241,HS1112000010,1,1,3,3,3,1,2010,79.2,3,1,8,1,3,5,5,2,3,7,9,10663.74
168,HH13110242,HS1112000012,1,1,1,1,6,2,1987,59.4,3,1,10,1,1,5,4,2,1,7,32,13324.79
169,HH13110244,HS1112000014,1,1,3,3,3,4,2011,145.2,3,2,20,1,3,5,5,2,1,5,8,18672.89
170,HH14110049,HS1112000016,1,1,2,1,5,3,2008,99,3,2,7,1,3,5,4,2,1,4,11,9410.24873
171,HH13110252,HS1112000026,1,1,3,2,3,1,2008,108.9,3,2,16,3,3,5,4,2,1,7,11,9445.792195
172,HH18110104,HS1112000028,1,1,1,1,6,1,1998,151.8,3,1,19,1,3,5,2,3,5,5,21,20576.12
173,HH18110227,HS1112000029,1,1,2,2,3,4,2008,132,3,2,20,1,3,5,4,2,1,4,11,13348.73
174,HH18110228,HS1112000030,1,1,1,2,5,1,1987,92.4,2,1,5,1,3,5,2,3,5,2,32,5209.99
175,HH18110108,HS1112000031,1,1,2,4,5,4,1990,79.2,2,1,5,1,3,5,2,3,5,3,29,14745.67
176,HH18110229,HS1112000032,1,1,2,3,3,1,2016,161.7,3,2,27,1,3,4,2,3,1,3,3,10124.06
177,HH18110111,HS1112000033,1,1,3,6,3,2,2013,145.2,4,2,12,1,3,4,5,2,3,6,6,14418.86
178,HH18110230,HS1112000034,1,1,3,4,3,1,1971,99,3,1,8,1,3,5,2,2,2,3,48,15156.04
179,HH18110231,HS1112000035,1,1,1,3,5,2,2013,99,3,1,16,1,3,5,2,2,3,5,6,13020.93
180,HH18110232,HS1112000036,1,1,1,1,6,4,1987,82.5,3,1,8,1,3,5,3,3,3,4,32,6972.32
181,HH18110233,HS1112000037,1,1,3,11,2,2,1988,85.8,2,1,4,3,1,4,2,2,1,4,31,5116.028766
182,HH18110234,HS1112000038,1,1,3,4,2,4,1991,102.3,3,1,6,1,3,5,2,2,5,3,28,20477.97
183,HH18110123,HS1112000039,1,1,2,4,4,1,2000,59.4,2,1,9,1,3,5,3,2,4,3,19,8913.6
184,HH18110125,HS1112000040,1,1,3,4,3,5,2005,108.9,3,2,14,1,3,5,2,2,1,7,14,13247.72
185,HH18110193,HS1112000041,1,1,1,1,6,1,1987,82.5,3,1,6,1,3,5,2,2,3,3,32,10243.64
186,HH14110030,HS1113000001,1,1,2,3,3,5,2009,79.2,3,1,10,1,3,4,4,3,2,5,10,15709.44
187,HH13110144,HS1113000002,1,1,3,17,3,2,2009,161.7,4,2,14,1,3,5,3,2,1,5,10,13772.98
188,HH13110145,HS1113000003,1,1,1,1,6,2,1980,66,3,1,8,1,3,5,5,2,1,5,39,12744.79
189,HH13110150,HS1113000008,1,1,3,3,3,1,2017,108.9,3,2,10,1,3,5,4,2,1,3,2,12158.17
190,HH18110194,HS1113000013,1,1,3,8,3,1,2003,141.9,4,2,10,1,3,5,2,2,3,4,16,16321.26
191,HH18110080,HS1113000014,1,1,1,1,6,2,1998,105.6,3,1,5,1,3,5,2,2,3,3,21,9011.8
192,HH13110139,HS1114000004,1,1,3,15,2,2,1997,158.4,4,2,25,3,3,4,4,2,1,6,22,28907.87159
193,HH13110140,HS1114000005,1,1,3,8,2,2,2005,72.6,2,1,14,1,3,4,2,2,1,2,14,3570.533704
194,HH17110062,HS1114000014,1,1,3,3,3,1,2000,82.5,2,1,16,1,3,4,3,2,1,3,19,3236.48
195,HH17110063,HS1114000015,1,1,3,3,2,2,2013,112.2,3,2,12,1,3,5,4,3,2,6,6,12087.76733
196,HH17110065,HS1114000017,1,1,3,35,3,4,2016,108.9,3,2,9,1,3,5,2,2,1,5,3,5012.91
197,HH18110191,HS1114000018,1,1,3,7,3,4,2006,105.6,3,2,16,1,3,5,4,2,1,7,13,20531.33625
198,HH18110043,HS1114000019,1,1,2,2,3,1,2003,79.2,3,1,15,1,3,4,4,2,1,5,16,23823.0815
199,HH18110127,HS1114000020,1,1,3,11,2,2,2010,112.2,3,2,16,3,3,4,3,2,1,6,9,19893.60964
200,HH18110129,HS1114000021,1,1,3,3,3,1,2002,105.6,3,1,18,1,3,4,4,2,1,7,17,14456.13
201,HH18110221,HS1114000022,1,1,3,17,2,1,1999,141.9,4,2,8,1,3,4,4,2,1,7,20,20216.20098
202,HH18110133,HS1114000023,1,1,1,3,5,1,1992,49.5,2,1,20,1,3,5,3,3,1,2,27,12235.40045
203,HH13110214,HS1115000002,1,1,3,5,3,1,2000,115.5,3,2,10,3,3,5,4,2,1,6,19,10669.57645
204,HH13110216,HS1115000004,1,1,3,6,2,2,1986,85.8,2,1,10,3,3,5,4,2,1,7,33,10470.35992
205,HH13110217,HS1115000005,1,1,3,8,3,1,2000,108.9,3,2,10,3,3,5,3,2,1,7,19,6916.770675
206,HH13110219,HS1115000008,1,1,2,3,3,1,2002,56.1,2,1,14,1,3,4,4,2,1,6,17,9916.66
207,HH13110222,HS1115000011,1,1,3,9,3,4,2000,66,2,1,8,3,3,5,3,2,1,5,19,6703.657024
208,HH15110009,HS1115000013,1,1,3,1,3,5,1987,66,2,1,8,3,3,5,4,2,1,6,32,6526.895621
209,HH17110067,HS1115000018,1,1,3,3,2,3,1980,112.2,3,2,10,3,3,5,4,2,1,7,39,15590.9307
210,HH13110220,HS1115000020,1,1,3,4,2,2,1994,66,2,1,8,3,3,5,4,2,1,4,25,6569.958427
211,HH17110068,HS1115000021,1,1,3,12,2,1,1984,89.1,3,1,14,3,3,5,5,2,3,6,35,12293.75041
212,HH17110069,HS1115000022,1,1,3,8,2,1,2001,82.5,2,1,8,1,3,5,5,2,1,6,18,7411.92
213,HH13110065,HS1115000023,1,1,3,11,2,1,2016,99,3,2,10,3,3,5,4,2,1,4,3,9668.223348
214,HH18110097,HS1115000024,1,1,3,9,2,1,1994,69.3,2,1,8,3,3,5,4,2,3,7,25,14692.06687
215,HH18110222,HS1115000025,1,1,3,3,2,1,2000,138.6,4,2,11,1,3,5,4,2,3,3,19,15991.3046
216,HH18110014,HS1115000026,1,1,3,4,2,2,1998,89.1,3,1,10,3,3,5,4,2,1,6,21,11448.20191
217,HH18110033,HS1115000027,1,1,1,2,4,1,2008,99,3,1,18,1,3,5,4,2,3,7,11,11873.85
218,HH18110140,HS1115000028,1,1,3,4,2,2,2000,82.5,3,1,8,1,3,5,3,2,1,4,19,5544.35
219,HH18110135,HS1115000029,1,1,3,5,3,5,1987,89.1,3,1,8,3,3,5,3,2,3,7,32,8775.639898
220,HH18110192,HS1115000030,1,1,3,1,3,4,1986,82.5,2,1,8,3,3,5,4,2,1,7,33,10637.22924
221,HH18110086,HS1115000031,1,1,2,4,4,3,2002,79.2,3,1,7,1,3,5,4,2,1,3,17,15439.73208
222,HH13110038,HS1116000006,1,1,1,1,6,1,1990,82.5,3,1,8,1,3,5,2,2,1,3,29,12892.2048
223,HH15110003,HS1116000009,1,1,2,4,4,1,2001,132,3,2,14,1,3,5,4,3,3,4,18,14217.55669
224,HH13110039,HS1116000010,1,1,2,4,3,1,2002,112.2,3,2,8,1,3,5,4,2,1,3,17,21112.39104
225,HH17110070,HS1116000014,1,1,3,5,3,2,2011,82.5,3,1,14,1,3,5,2,2,1,6,8,3215.92
